Vehicle,PaymentYear,TotalPayment
"Lexus RX 350 AWD 3.5 L, 6 cyl, Automatic (S8)",9,83341.0
"Lexus RX 350 AWD 3.5 L, 6 cyl, Automatic (S8)",10,86690.0
"Lexus RX 350 AWD 3.5 L, 6 cyl, Automatic (S8)",11,90039.0
"Lexus RX 350 AWD 3.5 L, 6 cyl, Automatic (S8)",12,93388.0
"Lexus RX 350 L 3.5 L, 6 cyl, Automatic (S8)",1,14299.0
"Lexus RX 350 L 3.5 L, 6 cyl, Automatic (S8)",2,28598.0
"Lexus RX 350 L 3.5 L, 6 cyl, Automatic (S8)",3,42897.0
"Lexus RX 350 L 3.5 L, 6 cyl, Automatic (S8)",4,57196.0
"Lexus RX 350 L 3.5 L, 6 cyl, Automatic (S8)",5,71495.0
"Lexus RX 350 L 3.5 L, 6 cyl, Automatic (S8)",6,74844.0
"Lexus RX 350 L 3.5 L, 6 cyl, Automatic (S8)",7,78193.0
"Lexus RX 350 L 3.5 L, 6 cyl, Automatic (S8)",8,81542.0
"Lexus RX 350 L 3.5 L, 6 cyl, Automatic (S8)",9,84891.0
"Lexus RX 350 L 3.5 L, 6 cyl, Automatic (S8)",10,88240.0
"Lexus RX 350 L 3.5 L, 6 cyl, Automatic (S8)",11,91589.0
"Lexus RX 350 L 3.5 L, 6 cyl, Automatic (S8)",12,94938.0
"Mercedes-Benz GLE350 4matic 2.0 L, 4 cyl, Automatic 9-spd, Turbo",1,15629.0
"Mercedes-Benz GLE350 4matic 2.0 L, 4 cyl, Automatic 9-spd, Turbo",2,31258.0
"Mercedes-Benz GLE350 4matic 2.0 L, 4 cyl, Automatic 9-spd, Turbo",3,46887.0
"Mercedes-Benz GLE350 4matic 2.0 L, 4 cyl, Automatic 9-spd, Turbo",4,62516.0
"Mercedes-Benz GLE350 4matic 2.0 L, 4 cyl, Automatic 9-spd, Turbo",5,78145.0
"Mercedes-Benz GLE350 4matic 2.0 L, 4 cyl, Automatic 9-spd, Turbo",6,82044.0
"Mercedes-Benz GLE350 4matic 2.0 L, 4 cyl, Automatic 9-spd, Turbo",7,85943.0
"Mercedes-Benz GLE350 4matic 2.0 L, 4 cyl, Automatic 9-spd, Turbo",8,89842.0
"Mercedes-Benz GLE350 4matic 2.0 L, 4 cyl, Automatic 9-spd, Turbo",9,93741.0
"Mercedes-Benz GLE350 4matic 2.0 L, 4 cyl, Automatic 9-spd, Turbo",10,97640.0
"Mercedes-Benz GLE350 4matic 2.0 L, 4 cyl, Automatic 9-spd, Turbo",11,101539.0
"Mercedes-Benz GLE350 4matic 2.0 L, 4 cyl, Automatic 9-spd, Turbo",12,105438.0
"Subaru WRX 2.4 L, 4 cyl, Manual 6-spd, Turbo",1,12378.0
"Subaru WRX 2.4 L, 4 cyl, Manual 6-spd, Turbo",2,24756.0
"Subaru WRX 2.4 L, 4 cyl, Manual 6-spd, Turbo",3,37134.0
"Subaru WRX 2.4 L, 4 cyl, Manual 6-spd, Turbo",4,49512.0
"Subaru WRX 2.4 L, 4 cyl, Manual 6-spd, Turbo",5,61890.0
"Subaru WRX 2.4 L, 4 cyl, Manual 6-spd, Turbo",6,65789.0
"Subaru WRX 2.4 L, 4 cyl, Manual 6-spd, Turbo",7,69688.0
"Subaru WRX 2.4 L, 4 cyl, Manual 6-spd, Turbo",8,73587.0
"Subaru WRX 2.4 L, 4 cyl, Manual 6-spd, Turbo",9,77486.0
"Subaru WRX 2.4 L, 4 cyl, Manual 6-spd, Turbo",10,81385.0
"Subaru WRX 2.4 L, 4 cyl, Manual 6-spd, Turbo",11,85284.0
"Subaru WRX 2.4 L, 4 cyl, Manual 6-spd, Turbo",12,89183.0
"Chevrolet Colorado 2WD 2.5 L, 4 cyl, Automatic 6-spd",1,10309.0
"Chevrolet Colorado 2WD 2.5 L, 4 cyl, Automatic 6-spd",2,20618.0
"Chevrolet Colorado 2WD 2.5 L, 4 cyl, Automatic 6-spd",3,30927.0
"Chevrolet Colorado 2WD 2.5 L, 4 cyl, Automatic 6-spd",4,41236.0
"Chevrolet Colorado 2WD 2.5 L, 4 cyl, Automatic 6-spd",5,51545.0
"Chevrolet Colorado 2WD 2.5 L, 4 cyl, Automatic 6-spd",6,54894.0
"Chevrolet Colorado 2WD 2.5 L, 4 cyl, Automatic 6-spd",7,58243.0
"Chevrolet Colorado 2WD 2.5 L, 4 cyl, Automatic 6-spd",8,61592.0
"Chevrolet Colorado 2WD 2.5 L, 4 cyl, Automatic 6-spd",9,64941.0
"Chevrolet Colorado 2WD 2.5 L, 4 cyl, Automatic 6-spd",10,68290.0
"Chevrolet Colorado 2WD 2.5 L, 4 cyl, Automatic 6-spd",11,71639.0
"Chevrolet Colorado 2WD 2.5 L, 4 cyl, Automatic 6-spd",12,74988.0
"GMC Canyon 2WD 2.5 L, 4 cyl, Automatic 6-spd",1,11589.0
"GMC Canyon 2WD 2.5 L, 4 cyl, Automatic 6-spd",2,23178.0
"GMC Canyon 2WD 2.5 L, 4 cyl, Automatic 6-spd",3,34767.0
"GMC Canyon 2WD 2.5 L, 4 cyl, Automatic 6-spd",4,46356.0
"GMC Canyon 2WD 2.5 L, 4 cyl, Automatic 6-spd",5,57945.0
"GMC Canyon 2WD 2.5 L, 4 cyl, Automatic 6-spd",6,61294.0
"GMC Canyon 2WD 2.5 L, 4 cyl, Automatic 6-spd",7,64643.0
"GMC Canyon 2WD 2.5 L, 4 cyl, Automatic 6-spd",8,67992.0
"GMC Canyon 2WD 2.5 L, 4 cyl, Automatic 6-spd",9,71341.0
"GMC Canyon 2WD 2.5 L, 4 cyl, Automatic 6-spd",10,74690.0
"GMC Canyon 2WD 2.5 L, 4 cyl, Automatic 6-spd",11,78039.0
"GMC Canyon 2WD 2.5 L, 4 cyl, Automatic 6-spd",12,81388.0
"Mercedes-Benz AMG GLA45 4matic 2.0 L, 4 cyl, Automatic (AM8), Turbo",1,14889.0
"Mercedes-Benz AMG GLA45 4matic 2.0 L, 4 cyl, Automatic (AM8), Turbo",2,29778.0
"Mercedes-Benz AMG GLA45 4matic 2.0 L, 4 cyl, Automatic (AM8), Turbo",3,44667.0
"Mercedes-Benz AMG GLA45 4matic 2.0 L, 4 cyl, Automatic (AM8), Turbo",4,59556.0
"Mercedes-Benz AMG GLA45 4matic 2.0 L, 4 cyl, Automatic (AM8), Turbo",5,74445.0
"Mercedes-Benz AMG GLA45 4matic 2.0 L, 4 cyl, Automatic (AM8), Turbo",6,78344.0
"Mercedes-Benz AMG GLA45 4matic 2.0 L, 4 cyl, Automatic (AM8), Turbo",7,82243.0
"Mercedes-Benz AMG GLA45 4matic 2.0 L, 4 cyl, Automatic (AM8), Turbo",8,86142.0
"Mercedes-Benz AMG GLA45 4matic 2.0 L, 4 cyl, Automatic (AM8), Turbo",9,90041.0
"Mercedes-Benz AMG GLA45 4matic 2.0 L, 4 cyl, Automatic (AM8), Turbo",10,93940.0
"Mercedes-Benz AMG GLA45 4matic 2.0 L, 4 cyl, Automatic (AM8), Turbo",11,97839.0
"Mercedes-Benz AMG GLA45 4matic 2.0 L, 4 cyl, Automatic (AM8), Turbo",12,101738.0
"Porsche 718 Boxster S 2.5 L, 4 cyl, Automatic (AM-S7), Turbo",1,18819.0
"Porsche 718 Boxster S 2.5 L, 4 cyl, Automatic (AM-S7), Turbo",2,37638.0
"Porsche 718 Boxster S 2.5 L, 4 cyl, Automatic (AM-S7), Turbo",3,56457.0
"Porsche 718 Boxster S 2.5 L, 4 cyl, Automatic (AM-S7), Turbo",4,75276.0
"Porsche 718 Boxster S 2.5 L, 4 cyl, Automatic (AM-S7), Turbo",5,94095.0
"Porsche 718 Boxster S 2.5 L, 4 cyl, Automatic (AM-S7), Turbo",6,97994.0
"Porsche 718 Boxster S 2.5 L, 4 cyl, Automatic (AM-S7), Turbo",7,101893.0
"Porsche 718 Boxster S 2.5 L, 4 cyl, Automatic (AM-S7), Turbo",8,105792.0
"Porsche 718 Boxster S 2.5 L, 4 cyl, Automatic (AM-S7), Turbo",9,109691.0
"Porsche 718 Boxster S 2.5 L, 4 cyl, Automatic (AM-S7), Turbo",10,113590.0
"Porsche 718 Boxster S 2.5 L, 4 cyl, Automatic (AM-S7), Turbo",11,117489.0
"Porsche 718 Boxster S 2.5 L, 4 cyl, Automatic (AM-S7), Turbo",12,121388.0
"Porsche 718 Cayman S 2.5 L, 4 cyl, Automatic (AM-S7), Turbo",1,18399.0
"Porsche 718 Cayman S 2.5 L, 4 cyl, Automatic (AM-S7), Turbo",2,36798.0
"Porsche 718 Cayman S 2.5 L, 4 cyl, Automatic (AM-S7), Turbo",3,55197.0
"Porsche 718 Cayman S 2.5 L, 4 cyl, Automatic (AM-S7), Turbo",4,73596.0
"Porsche 718 Cayman S 2.5 L, 4 cyl, Automatic (AM-S7), Turbo",5,91995.0
"Porsche 718 Cayman S 2.5 L, 4 cyl, Automatic (AM-S7), Turbo",6,95894.0
"Porsche 718 Cayman S 2.5 L, 4 cyl, Automatic (AM-S7), Turbo",7,99793.0
"Porsche 718 Cayman S 2.5 L, 4 cyl, Automatic (AM-S7), Turbo",8,103692.0
"Porsche 718 Cayman S 2.5 L, 4 cyl, Automatic (AM-S7), Turbo",9,107591.0
"Porsche 718 Cayman S 2.5 L, 4 cyl, Automatic (AM-S7), Turbo",10,111490.0
"Porsche 718 Cayman S 2.5 L, 4 cyl, Automatic (AM-S7), Turbo",11,115389.0
"Porsche 718 Cayman S 2.5 L, 4 cyl, Automatic (AM-S7), Turbo",12,119288.0
"Chevrolet Camaro 3.6 L, 6 cyl, Automatic (S10)",1,3349.0
"Chevrolet Camaro 3.6 L, 6 cyl, Automatic (S10)",2,6698.0
"Chevrolet Camaro 3.6 L, 6 cyl, Automatic (S10)",3,10047.0
"Chevrolet Camaro 3.6 L, 6 cyl, Automatic (S10)",4,13396.0
"Chevrolet Camaro 3.6 L, 6 cyl, Automatic (S10)",5,16745.0
"Chevrolet Camaro 3.6 L, 6 cyl, Automatic (S10)",6,20094.0
"Chevrolet Camaro 3.6 L, 6 cyl, Automatic (S10)",7,23443.0
"Chevrolet Camaro 3.6 L, 6 cyl, Automatic (S10)",8,26792.0
"Chevrolet Camaro 3.6 L, 6 cyl, Automatic (S10)",9,30141.0
"Chevrolet Camaro 3.6 L, 6 cyl, Automatic (S10)",10,33490.0
"Chevrolet Camaro 3.6 L, 6 cyl, Automatic (S10)",11,36839.0
"Chevrolet Camaro 3.6 L, 6 cyl, Automatic (S10)",12,40188.0
"Lexus LS 500 3.4 L, 6 cyl, Automatic (S10), Turbo",1,19839.0
"Lexus LS 500 3.4 L, 6 cyl, Automatic (S10), Turbo",2,39678.0
"Lexus LS 500 3.4 L, 6 cyl, Automatic (S10), Turbo",3,59517.0
"Lexus LS 500 3.4 L, 6 cyl, Automatic (S10), Turbo",4,79356.0
"Lexus LS 500 3.4 L, 6 cyl, Automatic (S10), Turbo",5,99195.0
"Lexus LS 500 3.4 L, 6 cyl, Automatic (S10), Turbo",6,103094.0
"Lexus LS 500 3.4 L, 6 cyl, Automatic (S10), Turbo",7,106993.0
"Lexus LS 500 3.4 L, 6 cyl, Automatic (S10), Turbo",8,110892.0
"Lexus LS 500 3.4 L, 6 cyl, Automatic (S10), Turbo",9,114791.0
"Lexus LS 500 3.4 L, 6 cyl, Automatic (S10), Turbo",10,118690.0
"Lexus LS 500 3.4 L, 6 cyl, Automatic (S10), Turbo",11,122589.0
"Lexus LS 500 3.4 L, 6 cyl, Automatic (S10), Turbo",12,126488.0
"Cadillac XT5 Hearse AWD 2.0 L, 4 cyl, Automatic (S9), Turbo",1,4049.0
"Cadillac XT5 Hearse AWD 2.0 L, 4 cyl, Automatic (S9), Turbo",2,8098.0
"Cadillac XT5 Hearse AWD 2.0 L, 4 cyl, Automatic (S9), Turbo",3,12147.0
"Cadillac XT5 Hearse AWD 2.0 L, 4 cyl, Automatic (S9), Turbo",4,16196.0
"Cadillac XT5 Hearse AWD 2.0 L, 4 cyl, Automatic (S9), Turbo",5,20245.0
"Cadillac XT5 Hearse AWD 2.0 L, 4 cyl, Automatic (S9), Turbo",6,24294.0
"Cadillac XT5 Hearse AWD 2.0 L, 4 cyl, Automatic (S9), Turbo",7,28343.0
"Cadillac XT5 Hearse AWD 2.0 L, 4 cyl, Automatic (S9), Turbo",8,32392.0
"Cadillac XT5 Hearse AWD 2.0 L, 4 cyl, Automatic (S9), Turbo",9,36441.0
"Cadillac XT5 Hearse AWD 2.0 L, 4 cyl, Automatic (S9), Turbo",10,40490.0
"Cadillac XT5 Hearse AWD 2.0 L, 4 cyl, Automatic (S9), Turbo",11,44539.0
"Cadillac XT5 Hearse AWD 2.0 L, 4 cyl, Automatic (S9), Turbo",12,48588.0
"Cadillac XT5 Hearse FWD 2.0 L, 4 cyl, Automatic (S9), Turbo",1,4049.0
"Cadillac XT5 Hearse FWD 2.0 L, 4 cyl, Automatic (S9), Turbo",2,8098.0
"Cadillac XT5 Hearse FWD 2.0 L, 4 cyl, Automatic (S9), Turbo",3,12147.0
"Cadillac XT5 Hearse FWD 2.0 L, 4 cyl, Automatic (S9), Turbo",4,16196.0
"Cadillac XT5 Hearse FWD 2.0 L, 4 cyl, Automatic (S9), Turbo",5,20245.0
"Cadillac XT5 Hearse FWD 2.0 L, 4 cyl, Automatic (S9), Turbo",6,24294.0
"Cadillac XT5 Hearse FWD 2.0 L, 4 cyl, Automatic (S9), Turbo",7,28343.0
"Cadillac XT5 Hearse FWD 2.0 L, 4 cyl, Automatic (S9), Turbo",8,32392.0
"Cadillac XT5 Hearse FWD 2.0 L, 4 cyl, Automatic (S9), Turbo",9,36441.0
"Cadillac XT5 Hearse FWD 2.0 L, 4 cyl, Automatic (S9), Turbo",10,40490.0
"Cadillac XT5 Hearse FWD 2.0 L, 4 cyl, Automatic (S9), Turbo",11,44539.0
"Cadillac XT5 Hearse FWD 2.0 L, 4 cyl, Automatic (S9), Turbo",12,48588.0
"Cadillac XT5 Limo AWD 2.0 L, 4 cyl, Automatic (S9), Turbo",1,4049.0
"Cadillac XT5 Limo AWD 2.0 L, 4 cyl, Automatic (S9), Turbo",2,8098.0
"Cadillac XT5 Limo AWD 2.0 L, 4 cyl, Automatic (S9), Turbo",3,12147.0
"Cadillac XT5 Limo AWD 2.0 L, 4 cyl, Automatic (S9), Turbo",4,16196.0
"Cadillac XT5 Limo AWD 2.0 L, 4 cyl, Automatic (S9), Turbo",5,20245.0
"Cadillac XT5 Limo AWD 2.0 L, 4 cyl, Automatic (S9), Turbo",6,24294.0
"Cadillac XT5 Limo AWD 2.0 L, 4 cyl, Automatic (S9), Turbo",7,28343.0
"Cadillac XT5 Limo AWD 2.0 L, 4 cyl, Automatic (S9), Turbo",8,32392.0
"Cadillac XT5 Limo AWD 2.0 L, 4 cyl, Automatic (S9), Turbo",9,36441.0
"Cadillac XT5 Limo AWD 2.0 L, 4 cyl, Automatic (S9), Turbo",10,40490.0
"Cadillac XT5 Limo AWD 2.0 L, 4 cyl, Automatic (S9), Turbo",11,44539.0
"Cadillac XT5 Limo AWD 2.0 L, 4 cyl, Automatic (S9), Turbo",12,48588.0
"Cadillac XT5 Limo FWD 2.0 L, 4 cyl, Automatic (S9), Turbo",1,4049.0
"Cadillac XT5 Limo FWD 2.0 L, 4 cyl, Automatic (S9), Turbo",2,8098.0
"Cadillac XT5 Limo FWD 2.0 L, 4 cyl, Automatic (S9), Turbo",3,12147.0
"Cadillac XT5 Limo FWD 2.0 L, 4 cyl, Automatic (S9), Turbo",4,16196.0
"Cadillac XT5 Limo FWD 2.0 L, 4 cyl, Automatic (S9), Turbo",5,20245.0
"Cadillac XT5 Limo FWD 2.0 L, 4 cyl, Automatic (S9), Turbo",6,24294.0
"Cadillac XT5 Limo FWD 2.0 L, 4 cyl, Automatic (S9), Turbo",7,28343.0
"Cadillac XT5 Limo FWD 2.0 L, 4 cyl, Automatic (S9), Turbo",8,32392.0
"Cadillac XT5 Limo FWD 2.0 L, 4 cyl, Automatic (S9), Turbo",9,36441.0
"Cadillac XT5 Limo FWD 2.0 L, 4 cyl, Automatic (S9), Turbo",10,40490.0
"Cadillac XT5 Limo FWD 2.0 L, 4 cyl, Automatic (S9), Turbo",11,44539.0
"Cadillac XT5 Limo FWD 2.0 L, 4 cyl, Automatic (S9), Turbo",12,48588.0
"Toyota Tacoma 2WD 2.7 L, 4 cyl, Automatic (S6)",1,11480.0
"Toyota Tacoma 2WD 2.7 L, 4 cyl, Automatic (S6)",2,22960.0
"Toyota Tacoma 2WD 2.7 L, 4 cyl, Automatic (S6)",3,34440.0
"Toyota Tacoma 2WD 2.7 L, 4 cyl, Automatic (S6)",4,45920.0
"Toyota Tacoma 2WD 2.7 L, 4 cyl, Automatic (S6)",5,57400.0
"Toyota Tacoma 2WD 2.7 L, 4 cyl, Automatic (S6)",6,60899.0
"Toyota Tacoma 2WD 2.7 L, 4 cyl, Automatic (S6)",7,64398.0
"Toyota Tacoma 2WD 2.7 L, 4 cyl, Automatic (S6)",8,67897.0
"Toyota Tacoma 2WD 2.7 L, 4 cyl, Automatic (S6)",9,71396.0
"Toyota Tacoma 2WD 2.7 L, 4 cyl, Automatic (S6)",10,74895.0
"Toyota Tacoma 2WD 2.7 L, 4 cyl, Automatic (S6)",11,78394.0
"Toyota Tacoma 2WD 2.7 L, 4 cyl, Automatic (S6)",12,81893.0
"Cadillac XT5 FWD 3.6 L, 6 cyl, Automatic (S9)",1,13258.0
"Cadillac XT5 FWD 3.6 L, 6 cyl, Automatic (S9)",2,26516.0
"Cadillac XT5 FWD 3.6 L, 6 cyl, Automatic (S9)",3,39774.0
"Cadillac XT5 FWD 3.6 L, 6 cyl, Automatic (S9)",4,53032.0
"Cadillac XT5 FWD 3.6 L, 6 cyl, Automatic (S9)",5,66290.0
"Cadillac XT5 FWD 3.6 L, 6 cyl, Automatic (S9)",6,69789.0
"Cadillac XT5 FWD 3.6 L, 6 cyl, Automatic (S9)",7,73288.0
"Cadillac XT5 FWD 3.6 L, 6 cyl, Automatic (S9)",8,76787.0
"Cadillac XT5 FWD 3.6 L, 6 cyl, Automatic (S9)",9,80286.0
"Cadillac XT5 FWD 3.6 L, 6 cyl, Automatic (S9)",10,83785.0
"Cadillac XT5 FWD 3.6 L, 6 cyl, Automatic (S9)",11,87284.0
"Cadillac XT5 FWD 3.6 L, 6 cyl, Automatic (S9)",12,90783.0
"Cadillac XT6 FWD 3.6 L, 6 cyl, Automatic (S9)",1,14098.0
"Cadillac XT6 FWD 3.6 L, 6 cyl, Automatic (S9)",2,28196.0
"Cadillac XT6 FWD 3.6 L, 6 cyl, Automatic (S9)",3,42294.0
"Cadillac XT6 FWD 3.6 L, 6 cyl, Automatic (S9)",4,56392.0
"Cadillac XT6 FWD 3.6 L, 6 cyl, Automatic (S9)",5,70490.0
"Cadillac XT6 FWD 3.6 L, 6 cyl, Automatic (S9)",6,73989.0
"Cadillac XT6 FWD 3.6 L, 6 cyl, Automatic (S9)",7,77488.0
"Cadillac XT6 FWD 3.6 L, 6 cyl, Automatic (S9)",8,80987.0
"Cadillac XT6 FWD 3.6 L, 6 cyl, Automatic (S9)",9,84486.0
"Cadillac XT6 FWD 3.6 L, 6 cyl, Automatic (S9)",10,87985.0
"Cadillac XT6 FWD 3.6 L, 6 cyl, Automatic (S9)",11,91484.0
"Cadillac XT6 FWD 3.6 L, 6 cyl, Automatic (S9)",12,94983.0
"Chevrolet Blazer AWD 3.6 L, 6 cyl, Automatic 9-spd",1,12299.0
"Chevrolet Blazer AWD 3.6 L, 6 cyl, Automatic 9-spd",2,24598.0
"Chevrolet Blazer AWD 3.6 L, 6 cyl, Automatic 9-spd",3,36897.0
"Chevrolet Blazer AWD 3.6 L, 6 cyl, Automatic 9-spd",4,49196.0
"Chevrolet Blazer AWD 3.6 L, 6 cyl, Automatic 9-spd",5,61495.0
"Chevrolet Blazer AWD 3.6 L, 6 cyl, Automatic 9-spd",6,64994.0
"Chevrolet Blazer AWD 3.6 L, 6 cyl, Automatic 9-spd",7,68493.0
"Chevrolet Blazer AWD 3.6 L, 6 cyl, Automatic 9-spd",8,71992.0
"Chevrolet Blazer AWD 3.6 L, 6 cyl, Automatic 9-spd",9,75491.0
"Chevrolet Blazer AWD 3.6 L, 6 cyl, Automatic 9-spd",10,78990.0
"Chevrolet Blazer AWD 3.6 L, 6 cyl, Automatic 9-spd",11,82489.0
"Chevrolet Blazer AWD 3.6 L, 6 cyl, Automatic 9-spd",12,85988.0
"Dodge Durango RWD 3.6 L, 6 cyl, Automatic 8-spd",1,14531.0
"Dodge Durango RWD 3.6 L, 6 cyl, Automatic 8-spd",2,29062.0
"Dodge Durango RWD 3.6 L, 6 cyl, Automatic 8-spd",3,43593.0
"Dodge Durango RWD 3.6 L, 6 cyl, Automatic 8-spd",4,58124.0
"Dodge Durango RWD 3.6 L, 6 cyl, Automatic 8-spd",5,72655.0
"Dodge Durango RWD 3.6 L, 6 cyl, Automatic 8-spd",6,76154.0
"Dodge Durango RWD 3.6 L, 6 cyl, Automatic 8-spd",7,79653.0
"Dodge Durango RWD 3.6 L, 6 cyl, Automatic 8-spd",8,83152.0
"Dodge Durango RWD 3.6 L, 6 cyl, Automatic 8-spd",9,86651.0
"Dodge Durango RWD 3.6 L, 6 cyl, Automatic 8-spd",10,90150.0
"Dodge Durango RWD 3.6 L, 6 cyl, Automatic 8-spd",11,93649.0
"Dodge Durango RWD 3.6 L, 6 cyl, Automatic 8-spd",12,97148.0
"GMC Acadia AWD 3.6 L, 6 cyl, Automatic 9-spd",1,13219.0
"GMC Acadia AWD 3.6 L, 6 cyl, Automatic 9-spd",2,26438.0
"GMC Acadia AWD 3.6 L, 6 cyl, Automatic 9-spd",3,39657.0
"GMC Acadia AWD 3.6 L, 6 cyl, Automatic 9-spd",4,52876.0
"GMC Acadia AWD 3.6 L, 6 cyl, Automatic 9-spd",5,66095.0
"GMC Acadia AWD 3.6 L, 6 cyl, Automatic 9-spd",6,69594.0
"GMC Acadia AWD 3.6 L, 6 cyl, Automatic 9-spd",7,73093.0
"GMC Acadia AWD 3.6 L, 6 cyl, Automatic 9-spd",8,76592.0
"GMC Acadia AWD 3.6 L, 6 cyl, Automatic 9-spd",9,80091.0
"GMC Acadia AWD 3.6 L, 6 cyl, Automatic 9-spd",10,83590.0
"GMC Acadia AWD 3.6 L, 6 cyl, Automatic 9-spd",11,87089.0
"GMC Acadia AWD 3.6 L, 6 cyl, Automatic 9-spd",12,90588.0
"Infiniti Q60 Red Sport AWD 3.0 L, 6 cyl, Automatic (S7), Turbo",1,16089.0
"Infiniti Q60 Red Sport AWD 3.0 L, 6 cyl, Automatic (S7), Turbo",2,32178.0
"Infiniti Q60 Red Sport AWD 3.0 L, 6 cyl, Automatic (S7), Turbo",3,48267.0
"Infiniti Q60 Red Sport AWD 3.0 L, 6 cyl, Automatic (S7), Turbo",4,64356.0
"Infiniti Q60 Red Sport AWD 3.0 L, 6 cyl, Automatic (S7), Turbo",5,80445.0
"Infiniti Q60 Red Sport AWD 3.0 L, 6 cyl, Automatic (S7), Turbo",6,84494.0
"Infiniti Q60 Red Sport AWD 3.0 L, 6 cyl, Automatic (S7), Turbo",7,88543.0
"Infiniti Q60 Red Sport AWD 3.0 L, 6 cyl, Automatic (S7), Turbo",8,92592.0
"Infiniti Q60 Red Sport AWD 3.0 L, 6 cyl, Automatic (S7), Turbo",9,96641.0
"Infiniti Q60 Red Sport AWD 3.0 L, 6 cyl, Automatic (S7), Turbo",10,100690.0
"Infiniti Q60 Red Sport AWD 3.0 L, 6 cyl, Automatic (S7), Turbo",11,104739.0
"Infiniti Q60 Red Sport AWD 3.0 L, 6 cyl, Automatic (S7), Turbo",12,108788.0
"Jeep Grand Cherokee L 2WD 3.6 L, 6 cyl, Automatic 8-spd",1,15559.0
"Jeep Grand Cherokee L 2WD 3.6 L, 6 cyl, Automatic 8-spd",2,31118.0
"Jeep Grand Cherokee L 2WD 3.6 L, 6 cyl, Automatic 8-spd",3,46677.0
"Jeep Grand Cherokee L 2WD 3.6 L, 6 cyl, Automatic 8-spd",4,62236.0
"Jeep Grand Cherokee L 2WD 3.6 L, 6 cyl, Automatic 8-spd",5,77795.0
"Jeep Grand Cherokee L 2WD 3.6 L, 6 cyl, Automatic 8-spd",6,81294.0
"Jeep Grand Cherokee L 2WD 3.6 L, 6 cyl, Automatic 8-spd",7,84793.0
"Jeep Grand Cherokee L 2WD 3.6 L, 6 cyl, Automatic 8-spd",8,88292.0
"Jeep Grand Cherokee L 2WD 3.6 L, 6 cyl, Automatic 8-spd",9,91791.0
"Jeep Grand Cherokee L 2WD 3.6 L, 6 cyl, Automatic 8-spd",10,95290.0
"Jeep Grand Cherokee L 2WD 3.6 L, 6 cyl, Automatic 8-spd",11,98789.0
"Jeep Grand Cherokee L 2WD 3.6 L, 6 cyl, Automatic 8-spd",12,102288.0
"Jeep Grand Cherokee WK 2WD 3.6 L, 6 cyl, Automatic 8-spd",1,12065.0
"Jeep Grand Cherokee WK 2WD 3.6 L, 6 cyl, Automatic 8-spd",2,24130.0
"Jeep Grand Cherokee WK 2WD 3.6 L, 6 cyl, Automatic 8-spd",3,36195.0
"Jeep Grand Cherokee WK 2WD 3.6 L, 6 cyl, Automatic 8-spd",4,48260.0
"Jeep Grand Cherokee WK 2WD 3.6 L, 6 cyl, Automatic 8-spd",5,60325.0
"Jeep Grand Cherokee WK 2WD 3.6 L, 6 cyl, Automatic 8-spd",6,63824.0
"Jeep Grand Cherokee WK 2WD 3.6 L, 6 cyl, Automatic 8-spd",7,67323.0
"Jeep Grand Cherokee WK 2WD 3.6 L, 6 cyl, Automatic 8-spd",8,70822.0
"Jeep Grand Cherokee WK 2WD 3.6 L, 6 cyl, Automatic 8-spd",9,74321.0
"Jeep Grand Cherokee WK 2WD 3.6 L, 6 cyl, Automatic 8-spd",10,77820.0
"Jeep Grand Cherokee WK 2WD 3.6 L, 6 cyl, Automatic 8-spd",11,81319.0
"Jeep Grand Cherokee WK 2WD 3.6 L, 6 cyl, Automatic 8-spd",12,84818.0
"Acura MDX AWD 3.5 L, 6 cyl, Automatic (S10)",1,16439.0
"Acura MDX AWD 3.5 L, 6 cyl, Automatic (S10)",2,32878.0
"Acura MDX AWD 3.5 L, 6 cyl, Automatic (S10)",3,49317.0
"Acura MDX AWD 3.5 L, 6 cyl, Automatic (S10)",4,65756.0
"Acura MDX AWD 3.5 L, 6 cyl, Automatic (S10)",5,82195.0
"Acura MDX AWD 3.5 L, 6 cyl, Automatic (S10)",6,86244.0
"Acura MDX AWD 3.5 L, 6 cyl, Automatic (S10)",7,90293.0
"Acura MDX AWD 3.5 L, 6 cyl, Automatic (S10)",8,94342.0
"Acura MDX AWD 3.5 L, 6 cyl, Automatic (S10)",9,98391.0
"Acura MDX AWD 3.5 L, 6 cyl, Automatic (S10)",10,102440.0
"Acura MDX AWD 3.5 L, 6 cyl, Automatic (S10)",11,106489.0
"Acura MDX AWD 3.5 L, 6 cyl, Automatic (S10)",12,110538.0
"Acura TLX Type-S 3.0 L, 6 cyl, Automatic (S10), Turbo",1,14789.0
"Acura TLX Type-S 3.0 L, 6 cyl, Automatic (S10), Turbo",2,29578.0
"Acura TLX Type-S 3.0 L, 6 cyl, Automatic (S10), Turbo",3,44367.0
"Acura TLX Type-S 3.0 L, 6 cyl, Automatic (S10), Turbo",4,59156.0
"Acura TLX Type-S 3.0 L, 6 cyl, Automatic (S10), Turbo",5,73945.0
"Acura TLX Type-S 3.0 L, 6 cyl, Automatic (S10), Turbo",6,77994.0
"Acura TLX Type-S 3.0 L, 6 cyl, Automatic (S10), Turbo",7,82043.0
"Acura TLX Type-S 3.0 L, 6 cyl, Automatic (S10), Turbo",8,86092.0
