level_0,index,Vehicle,All_MPG,Combined_MPG,MPG_Type,City_MPG,HWY_MPG,Fuel_Rate,Text2,Annual_Fuel_Cost,MSRP,Car_Spec1,Car_Spec2,Total_Range,EngineType,Year,VehicleBrand,VehicleModel,IsLuxuryBrand
299,299,"Ford Transit Connect Wagon LWB FWD 2.0 L, 4 cyl, Automatic (S8)",26MPG2428combined city/hwycityhwy3.8 gal/100 mi,26,MPG,24,28,3.8 gal/100 mi,,2050,33975,11.4 barrels/yr,347 grams/mile,411,Regular Gasoline,2022,Ford,"Transit Connect Wagon LWB FWD 2.0 L, 4 cyl, Automatic (S8)",No
300,300,"MINI Cooper S Clubman 2.0 L, 4 cyl, Manual 6-spd, Turbo",26MPG2333combined city/hwycityhwy3.8 gal/100 mi,26,MPG,23,33,3.8 gal/100 mi,,2500,0,11.4 barrels/yr,335 grams/mile,343,Regular Gasoline,2022,MINI,"Cooper S Clubman 2.0 L, 4 cyl, Manual 6-spd, Turbo",No
301,301,"MINI Cooper S Convertible 2.0 L, 4 cyl, Manual 6-spd, Turbo",26MPG2333combined city/hwycityhwy3.8 gal/100 mi,26,MPG,23,33,3.8 gal/100 mi,,2500,31900,11.4 barrels/yr,335 grams/mile,302,Regular Gasoline,2022,MINI,"Cooper S Convertible 2.0 L, 4 cyl, Manual 6-spd, Turbo",No
302,302,"BMW 530i xDrive Sedan 2.0 L, 4 cyl, Automatic (S8), Turbo",26MPG2332combined city/hwycityhwy3.8 gal/100 mi,26,MPG,23,32,3.8 gal/100 mi,,2500,56500,11.4 barrels/yr,332 grams/mile,468,Regular Gasoline,2022,BMW,"530i xDrive Sedan 2.0 L, 4 cyl, Automatic (S8), Turbo",Yes
303,303,"BMW M235i xDrive Gran Coupe 2.0 L, 4 cyl, Automatic (S8), Turbo",26MPG2332combined city/hwycityhwy3.8 gal/100 mi,26,MPG,23,32,3.8 gal/100 mi,,2500,45500,11.4 barrels/yr,334 grams/mile,343,Regular Gasoline,2022,BMW,"M235i xDrive Gran Coupe 2.0 L, 4 cyl, Automatic (S8), Turbo",Yes
304,304,"BMW M240i xDrive Coupe 3.0 L, 6 cyl, Automatic (S8), Turbo",26MPG2332combined city/hwycityhwy3.8 gal/100 mi,26,MPG,23,32,3.8 gal/100 mi,,2500,48550,11.4 barrels/yr,335 grams/mile,356,Regular Gasoline,2022,BMW,"M240i xDrive Coupe 3.0 L, 6 cyl, Automatic (S8), Turbo",Yes
305,305,"Genesis G80 RWD 2.5 L, 4 cyl, Automatic (S8), Turbo",26MPG2332combined city/hwycityhwy3.8 gal/100 mi,26,MPG,23,32,3.8 gal/100 mi,,2500,48250,11.4 barrels/yr,345 grams/mile,447,Regular Gasoline,2022,Genesis,"G80 RWD 2.5 L, 4 cyl, Automatic (S8), Turbo",Yes
306,306,"Jaguar XF P250 AWD 2.0 L, 4 cyl, Automatic (S8), Turbo",26MPG2332combined city/hwycityhwy3.8 gal/100 mi,26,MPG,23,32,3.8 gal/100 mi,,2500,0,11.4 barrels/yr,336 grams/mile,507,Regular Gasoline,2022,Jaguar,"XF P250 AWD 2.0 L, 4 cyl, Automatic (S8), Turbo",Yes
307,307,"Mercedes-Benz GLA250 4matic 2.0 L, 4 cyl, Automatic (AM8), Turbo",26MPG2332combined city/hwycityhwy3.8 gal/100 mi,26,MPG,23,32,3.8 gal/100 mi,,2500,38400,11.4 barrels/yr,337 grams/mile,330,Regular Gasoline,2022,Mercedes-Benz,"GLA250 4matic 2.0 L, 4 cyl, Automatic (AM8), Turbo",Yes
308,308,"MINI Cooper S Clubman All4 2.0 L, 4 cyl, Automatic (S8), Turbo",26MPG2332combined city/hwycityhwy3.8 gal/100 mi,26,MPG,23,32,3.8 gal/100 mi,,2500,0,11.4 barrels/yr,333 grams/mile,343,Regular Gasoline,2022,MINI,"Cooper S Clubman All4 2.0 L, 4 cyl, Automatic (S8), Turbo",No
309,309,"Volvo XC40 T4 2.0 L, 4 cyl, Automatic (S8), Turbo",26MPG2332combined city/hwycityhwy3.8 gal/100 mi,26,MPG,23,32,3.8 gal/100 mi,,2050,40850,11.4 barrels/yr,340 grams/mile,369,Regular Gasoline,2022,Volvo,"XC40 T4 2.0 L, 4 cyl, Automatic (S8), Turbo",Yes
310,310,"Alfa Romeo Giulia AWD 2.0 L, 4 cyl, Automatic 8-spd, Turbo",26MPG2331combined city/hwycityhwy3.8 gal/100 mi,26,MPG,23,31,3.8 gal/100 mi,,2500,50990,11.4 barrels/yr,348 grams/mile,398,Regular Gasoline,2022,Alfa Romeo,"Giulia AWD 2.0 L, 4 cyl, Automatic 8-spd, Turbo",Yes
311,311,"Audi TTS Coupe quattro 2.0 L, 4 cyl, Automatic (AM-S7), Turbo",26MPG2331combined city/hwycityhwy3.8 gal/100 mi,26,MPG,23,31,3.8 gal/100 mi,,2500,60200,11.4 barrels/yr,337 grams/mile,377,Regular Gasoline,2022,Audi,"TTS Coupe quattro 2.0 L, 4 cyl, Automatic (AM-S7), Turbo",Yes
312,312,"BMW X1 xDrive28i 2.0 L, 4 cyl, Automatic (S8), Turbo",26MPG2331combined city/hwycityhwy3.8 gal/100 mi,26,MPG,23,31,3.8 gal/100 mi,,2500,37400,11.4 barrels/yr,343 grams/mile,419,Regular Gasoline,2022,BMW,"X1 xDrive28i 2.0 L, 4 cyl, Automatic (S8), Turbo",Yes
313,313,"Jeep Cherokee FWD 2.0 L, 4 cyl, Automatic 9-spd, Turbo",26MPG2331combined city/hwycityhwy3.8 gal/100 mi,26,MPG,23,31,3.8 gal/100 mi,,2050,34895,11.4 barrels/yr,345 grams/mile,411,Regular Gasoline,2022,Jeep,"Cherokee FWD 2.0 L, 4 cyl, Automatic 9-spd, Turbo",No
314,314,"Mazda 3 5-Door 4WD 2.5 L, 4 cyl, Automatic (S6), Turbo",26MPG2331combined city/hwycityhwy3.8 gal/100 mi,26,MPG,23,31,3.8 gal/100 mi,,2050,34750,11.4 barrels/yr,337 grams/mile,330,Regular Gasoline,2022,Mazda,"3 5-Door 4WD 2.5 L, 4 cyl, Automatic (S6), Turbo",No
315,315,"Mercedes-Benz E350 2.0 L, 4 cyl, Automatic 9-spd, Turbo",26MPG2331combined city/hwycityhwy3.8 gal/100 mi,26,MPG,23,31,3.8 gal/100 mi,,2500,54950,11.4 barrels/yr,342 grams/mile,452,Regular Gasoline,2022,Mercedes-Benz,"E350 2.0 L, 4 cyl, Automatic 9-spd, Turbo",Yes
316,316,"MINI Cooper S Countryman All4 2.0 L, 4 cyl, Automatic (S8), Turbo",26MPG2331combined city/hwycityhwy3.8 gal/100 mi,26,MPG,23,31,3.8 gal/100 mi,,2500,0,11.4 barrels/yr,341 grams/mile,419,Regular Gasoline,2022,MINI,"Cooper S Countryman All4 2.0 L, 4 cyl, Automatic (S8), Turbo",No
317,317,"MINI John Cooper Works Clubman All4 2.0 L, 4 cyl, Automatic (S8), Turbo",26MPG2331combined city/hwycityhwy3.8 gal/100 mi,26,MPG,23,31,3.8 gal/100 mi,,2500,0,11.4 barrels/yr,339 grams/mile,343,Regular Gasoline,2022,MINI,"John Cooper Works Clubman All4 2.0 L, 4 cyl, Automatic (S8), Turbo",No
318,318,"Subaru Impreza 4-Door 2.0 L, 4 cyl, Manual 5-spd",26MPG2331combined city/hwycityhwy3.8 gal/100 mi,26,MPG,23,31,3.8 gal/100 mi,,2050,22695,11.4 barrels/yr,337 grams/mile,343,Regular Gasoline,2022,Subaru,"Impreza 4-Door 2.0 L, 4 cyl, Manual 5-spd",No
319,319,"Volvo S90 B6 AWD 2.0 L, 4 cyl, Automatic (S8), Turbo, Supercharger",26MPG2331combined city/hwycityhwy3.8 gal/100 mi,26,MPG,23,31,3.8 gal/100 mi,,2500,55950,11.4 barrels/yr,341 grams/mile,413,Regular Gasoline,2022,Volvo,"S90 B6 AWD 2.0 L, 4 cyl, Automatic (S8), Turbo, Supercharger",Yes
320,320,"Audi Q3 quattro 2.0 L, 4 cyl, Automatic (S8), Turbo",26MPG2330combined city/hwycityhwy3.8 gal/100 mi,26,MPG,23,30,3.8 gal/100 mi,,2050,39700,11.4 barrels/yr,346 grams/mile,413,Regular Gasoline,2022,Audi,"Q3 quattro 2.0 L, 4 cyl, Automatic (S8), Turbo",Yes
321,321,"Audi TT Coupe quattro 2.0 L, 4 cyl, Automatic (AM-S7), Turbo",26MPG2330combined city/hwycityhwy3.8 gal/100 mi,26,MPG,23,30,3.8 gal/100 mi,,2050,50500,11.4 barrels/yr,346 grams/mile,377,Regular Gasoline,2022,Audi,"TT Coupe quattro 2.0 L, 4 cyl, Automatic (AM-S7), Turbo",Yes
322,322,"Audi TT Roadster quattro 2.0 L, 4 cyl, Automatic (AM-S7), Turbo",26MPG2330combined city/hwycityhwy3.8 gal/100 mi,26,MPG,23,30,3.8 gal/100 mi,,2050,54600,11.4 barrels/yr,346 grams/mile,377,Regular Gasoline,2022,Audi,"TT Roadster quattro 2.0 L, 4 cyl, Automatic (AM-S7), Turbo",Yes
323,323,"BMW X2 M35i 2.0 L, 4 cyl, Automatic (S8), Turbo",26MPG2330combined city/hwycityhwy3.8 gal/100 mi,26,MPG,23,30,3.8 gal/100 mi,,2500,46450,11.4 barrels/yr,339 grams/mile,419,Regular Gasoline,2022,BMW,"X2 M35i 2.0 L, 4 cyl, Automatic (S8), Turbo",Yes
324,324,"Buick Encore AWD 1.4 L, 4 cyl, Automatic (S6), Turbo",26MPG2330combined city/hwycityhwy3.8 gal/100 mi,26,MPG,23,30,3.8 gal/100 mi,,2050,25220,11.4 barrels/yr,342 grams/mile,364,Regular Gasoline,2022,Buick,"Encore AWD 1.4 L, 4 cyl, Automatic (S6), Turbo",No
325,325,"Chevrolet Trax AWD 1.4 L, 4 cyl, Automatic (S6), Turbo",26MPG2330combined city/hwycityhwy3.8 gal/100 mi,26,MPG,23,30,3.8 gal/100 mi,,2050,23820,11.4 barrels/yr,342 grams/mile,364,Regular Gasoline,2022,Chevrolet,"Trax AWD 1.4 L, 4 cyl, Automatic (S6), Turbo",No
326,326,"Ford Maverick FWD 2.0 L, 4 cyl, Automatic 8-spd, Turbo",26MPG2330combined city/hwycityhwy3.8 gal/100 mi,26,MPG,23,30,3.8 gal/100 mi,,2050,0,11.4 barrels/yr,342 grams/mile,429,Regular Gasoline,2022,Ford,"Maverick FWD 2.0 L, 4 cyl, Automatic 8-spd, Turbo",No
327,327,"Kia Sportage FWD 2.4 L, 4 cyl, Automatic (S6)",26MPG2330combined city/hwycityhwy3.8 gal/100 mi,26,MPG,23,30,3.8 gal/100 mi,,2050,33750,11.4 barrels/yr,350 grams/mile,426,Regular Gasoline,2022,Kia,"Sportage FWD 2.4 L, 4 cyl, Automatic (S6)",No
328,328,"MINI Cooper Countryman All4 1.5 L, 3 cyl, Automatic (S8), Turbo",26MPG2330combined city/hwycityhwy3.8 gal/100 mi,26,MPG,23,30,3.8 gal/100 mi,,2500,0,11.4 barrels/yr,340 grams/mile,419,Regular Gasoline,2022,MINI,"Cooper Countryman All4 1.5 L, 3 cyl, Automatic (S8), Turbo",No
329,329,"MINI JCW Countryman All4 2.0 L, 4 cyl, Automatic (S8), Turbo",26MPG2330combined city/hwycityhwy3.8 gal/100 mi,26,MPG,23,30,3.8 gal/100 mi,,2500,0,11.4 barrels/yr,343 grams/mile,419,Regular Gasoline,2022,MINI,"JCW Countryman All4 2.0 L, 4 cyl, Automatic (S8), Turbo",No
330,330,"Subaru Outback AWD 2.4 L, 4 cyl, Automatic (AV-S8), Turbo",26MPG2330combined city/hwycityhwy3.8 gal/100 mi,26,MPG,23,30,3.8 gal/100 mi,,2050,40645,11.4 barrels/yr,343 grams/mile,481,Regular Gasoline,2022,Subaru,"Outback AWD 2.4 L, 4 cyl, Automatic (AV-S8), Turbo",No
331,331,"Volkswagen Golf-R 2.0 L, 4 cyl, Automatic (AM7), Turbo",26MPG2330combined city/hwycityhwy3.8 gal/100 mi,26,MPG,23,30,3.8 gal/100 mi,,2500,44890,11.4 barrels/yr,343 grams/mile,343,Regular Gasoline,2022,Volkswagen,"Golf-R 2.0 L, 4 cyl, Automatic (AM7), Turbo",No
332,332,"Volkswagen Tiguan 2.0 L, 4 cyl, Automatic (S8), Turbo",26MPG2330combined city/hwycityhwy3.8 gal/100 mi,26,MPG,23,30,3.8 gal/100 mi,,2050,32950,11.4 barrels/yr,346 grams/mile,398,Regular Gasoline,2022,Volkswagen,"Tiguan 2.0 L, 4 cyl, Automatic (S8), Turbo",No
333,333,"Volvo XC60 B5 2.0 L, 4 cyl, Automatic (S8), Turbo",26MPG2330combined city/hwycityhwy3.8 gal/100 mi,26,MPG,23,30,3.8 gal/100 mi,,2500,50150,11.4 barrels/yr,345 grams/mile,489,Regular Gasoline,2022,Volvo,"XC60 B5 2.0 L, 4 cyl, Automatic (S8), Turbo",Yes
334,334,"Infiniti QX50 2.0 L, 4 cyl, Automatic (AV-S8), Turbo",26MPG2329combined city/hwycityhwy3.8 gal/100 mi,26,MPG,23,29,3.8 gal/100 mi,,2500,51650,11.4 barrels/yr,348 grams/mile,416,Regular Gasoline,2022,Infiniti,"QX50 2.0 L, 4 cyl, Automatic (AV-S8), Turbo",Yes
335,335,"Jeep Renegade 4WD 1.3 L, 4 cyl, Automatic 9-spd, Turbo",26MPG2329combined city/hwycityhwy3.8 gal/100 mi,26,MPG,23,29,3.8 gal/100 mi,,2050,31145,11.4 barrels/yr,347 grams/mile,330,Regular Gasoline,2022,Jeep,"Renegade 4WD 1.3 L, 4 cyl, Automatic 9-spd, Turbo",No
336,336,"Mitsubishi Outlander Sport 4WD 2.0 L, 4 cyl, Automatic (AV-S6)",26MPG2329combined city/hwycityhwy3.8 gal/100 mi,26,MPG,23,29,3.8 gal/100 mi,,2050,0,11.4 barrels/yr,344 grams/mile,411,Regular Gasoline,2022,Mitsubishi,"Outlander Sport 4WD 2.0 L, 4 cyl, Automatic (AV-S6)",No
337,337,"Chevrolet Malibu 2.0 L, 4 cyl, Automatic 9-spd, Turbo",26MPG2233combined city/hwycityhwy3.8 gal/100 mi,26,MPG,22,33,3.8 gal/100 mi,,2500,33500,11.4 barrels/yr,342 grams/mile,411,Regular Gasoline,2022,Chevrolet,"Malibu 2.0 L, 4 cyl, Automatic 9-spd, Turbo",No
338,338,"Toyota Camry 3.5 L, 6 cyl, Automatic (S8)",26MPG2233combined city/hwycityhwy3.8 gal/100 mi,26,MPG,22,33,3.8 gal/100 mi,,2050,0,11.4 barrels/yr,338 grams/mile,411,Regular Gasoline,2022,Toyota,"Camry 3.5 L, 6 cyl, Automatic (S8)",No
339,339,"Honda Accord Sport/Touring 2.0 L, 4 cyl, Automatic (S10), Turbo",26MPG2232combined city/hwycityhwy3.8 gal/100 mi,26,MPG,22,32,3.8 gal/100 mi,,2050,38450,11.4 barrels/yr,345 grams/mile,385,Regular Gasoline,2022,Honda,"Accord Sport/Touring 2.0 L, 4 cyl, Automatic (S10), Turbo",No
340,340,"Lexus ES 350 3.5 L, 6 cyl, Automatic (S8)",26MPG2232combined city/hwycityhwy3.8 gal/100 mi,26,MPG,22,32,3.8 gal/100 mi,,2050,50130,11.4 barrels/yr,344 grams/mile,413,Regular Gasoline,2022,Lexus,"ES 350 3.5 L, 6 cyl, Automatic (S8)",Yes
341,341,"Toyota Avalon XLE 3.5 L, 6 cyl, Automatic (S8)",26MPG2232combined city/hwycityhwy3.8 gal/100 mi,26,MPG,22,32,3.8 gal/100 mi,,2050,36825,11.4 barrels/yr,341 grams/mile,377,Regular Gasoline,2022,Toyota,"Avalon XLE 3.5 L, 6 cyl, Automatic (S8)",No
342,342,"Toyota Camry XSE 3.5 L, 6 cyl, Automatic (S8)",26MPG2232combined city/hwycityhwy3.8 gal/100 mi,26,MPG,22,32,3.8 gal/100 mi,,2050,36270,11.4 barrels/yr,345 grams/mile,411,Regular Gasoline,2022,Toyota,"Camry XSE 3.5 L, 6 cyl, Automatic (S8)",No
343,343,"Cadillac CT4 AWD 2.0 L, 4 cyl, Automatic (S8), Turbo",26MPG2231combined city/hwycityhwy3.8 gal/100 mi,26,MPG,22,31,3.8 gal/100 mi,,2500,0,11.4 barrels/yr,348 grams/mile,442,Regular Gasoline,2022,Cadillac,"CT4 AWD 2.0 L, 4 cyl, Automatic (S8), Turbo",Yes
344,344,"Ford Escape AWD 2.0 L, 4 cyl, Automatic 8-spd, Turbo",26MPG2231combined city/hwycityhwy3.8 gal/100 mi,26,MPG,22,31,3.8 gal/100 mi,,2050,37145,11.4 barrels/yr,347 grams/mile,408,Regular Gasoline,2022,Ford,"Escape AWD 2.0 L, 4 cyl, Automatic 8-spd, Turbo",No
345,345,"Kia Forte 1.6 L, 4 cyl, Manual 6-spd, Turbo",26MPG2231combined city/hwycityhwy3.8 gal/100 mi,26,MPG,22,31,3.8 gal/100 mi,,2050,24490,11.4 barrels/yr,348 grams/mile,364,Regular Gasoline,2022,Kia,"Forte 1.6 L, 4 cyl, Manual 6-spd, Turbo",No
346,346,"Mitsubishi Eclipse Cross 4WD 1.5 L, 4 cyl, Automatic (AV-S8), Turbo",25MPG2526combined city/hwycityhwy4.0 gal/100 mi,25,MPG,25,26,4.0 gal/100 mi,26.3,2100,29295,11.9 barrels/yr,347 grams/mile,395,Regular Gasoline,2022,Mitsubishi,"Eclipse Cross 4WD 1.5 L, 4 cyl, Automatic (AV-S8), Turbo",No
347,347,"Ford Transit Connect Van FWD 2.0 L, 4 cyl, Automatic (S8)",25MPG2427combined city/hwycityhwy4.0 gal/100 mi,25,MPG,24,27,4.0 gal/100 mi,,2100,31540,11.9 barrels/yr,355 grams/mile,395,Regular Gasoline,2022,Ford,"Transit Connect Van FWD 2.0 L, 4 cyl, Automatic (S8)",No
348,348,"BMW 840i Coupe 3.0 L, 6 cyl, Automatic (S8), Turbo",25MPG2330combined city/hwycityhwy4.0 gal/100 mi,25,MPG,23,30,4.0 gal/100 mi,,2600,85000,11.9 barrels/yr,347 grams/mile,450,Regular Gasoline,2022,BMW,"840i Coupe 3.0 L, 6 cyl, Automatic (S8), Turbo",Yes
349,349,"BMW X3 sDrive30i 2.0 L, 4 cyl, Automatic (S8), Turbo",25MPG2329combined city/hwycityhwy4.0 gal/100 mi,25,MPG,23,29,4.0 gal/100 mi,,2600,43700,11.9 barrels/yr,352 grams/mile,430,Regular Gasoline,2022,BMW,"X3 sDrive30i 2.0 L, 4 cyl, Automatic (S8), Turbo",Yes
350,350,"Ford EcoSport AWD 2.0 L, 4 cyl, Automatic (S6)",25MPG2329combined city/hwycityhwy4.0 gal/100 mi,25,MPG,23,29,4.0 gal/100 mi,,2100,28395,11.9 barrels/yr,351 grams/mile,345,Regular Gasoline,2022,Ford,"EcoSport AWD 2.0 L, 4 cyl, Automatic (S6)",No
351,351,"Mitsubishi Outlander Sport 2WD 2.4 L, 4 cyl, Automatic (AV-S6)",25MPG2329combined city/hwycityhwy4.0 gal/100 mi,25,MPG,23,29,4.0 gal/100 mi,,2100,26045,11.9 barrels/yr,354 grams/mile,415,Regular Gasoline,2022,Mitsubishi,"Outlander Sport 2WD 2.4 L, 4 cyl, Automatic (AV-S6)",No
352,352,"Mitsubishi Outlander Sport 4WD 2.4 L, 4 cyl, Automatic (AV-S6)",25MPG2328combined city/hwycityhwy4.0 gal/100 mi,25,MPG,23,28,4.0 gal/100 mi,,2100,0,11.9 barrels/yr,353 grams/mile,395,Regular Gasoline,2022,Mitsubishi,"Outlander Sport 4WD 2.4 L, 4 cyl, Automatic (AV-S6)",No
353,353,"Ford Mustang 2.3 L, 4 cyl, Automatic 10-spd, Turbo",25MPG2232combined city/hwycityhwy4.0 gal/100 mi,25,MPG,22,32,4.0 gal/100 mi,,2100,43065,11.9 barrels/yr,350 grams/mile,398,Regular Gasoline,2022,Ford,"Mustang 2.3 L, 4 cyl, Automatic 10-spd, Turbo",No
354,354,"Kia Stinger RWD 2.5 L, 4 cyl, Automatic (S8), Turbo",25MPG2232combined city/hwycityhwy4.0 gal/100 mi,25,MPG,22,32,4.0 gal/100 mi,,2600,51490,11.9 barrels/yr,355 grams/mile,398,Regular Gasoline,2022,Kia,"Stinger RWD 2.5 L, 4 cyl, Automatic (S8), Turbo",No
355,355,"Acura TLX FWD 2.0 L, 4 cyl, Automatic (S10), Turbo",25MPG2231combined city/hwycityhwy4.0 gal/100 mi,25,MPG,22,31,4.0 gal/100 mi,,2600,42900,11.9 barrels/yr,352 grams/mile,398,Regular Gasoline,2022,Acura,"TLX FWD 2.0 L, 4 cyl, Automatic (S10), Turbo",Yes
356,356,"Hyundai Elantra N 2.0 L, 4 cyl, Manual 6-spd, Turbo",25MPG2231combined city/hwycityhwy4.0 gal/100 mi,25,MPG,22,31,4.0 gal/100 mi,,2600,33650,11.9 barrels/yr,358 grams/mile,310,Regular Gasoline,2022,Hyundai,"Elantra N 2.0 L, 4 cyl, Manual 6-spd, Turbo",No
357,357,"Jeep Cherokee FWD 2.4 L, 4 cyl, Automatic 9-spd",25MPG2231combined city/hwycityhwy4.0 gal/100 mi,25,MPG,22,31,4.0 gal/100 mi,,2100,34895,11.9 barrels/yr,352 grams/mile,395,Regular Gasoline,2022,Jeep,"Cherokee FWD 2.4 L, 4 cyl, Automatic 9-spd",No
358,358,"Jeep Compass FWD 2.4 L, 4 cyl, Automatic 6-spd",25MPG2231combined city/hwycityhwy4.0 gal/100 mi,25,MPG,22,31,4.0 gal/100 mi,,2100,30980,11.9 barrels/yr,350 grams/mile,338,Regular Gasoline,2022,Jeep,"Compass FWD 2.4 L, 4 cyl, Automatic 6-spd",No
359,359,"Lexus ES 350 F Sport 3.5 L, 6 cyl, Automatic (S8)",25MPG2231combined city/hwycityhwy4.0 gal/100 mi,25,MPG,22,31,4.0 gal/100 mi,,2100,45600,11.9 barrels/yr,352 grams/mile,398,Regular Gasoline,2022,Lexus,"ES 350 F Sport 3.5 L, 6 cyl, Automatic (S8)",Yes
360,360,"Mercedes-Benz C300 4matic Coupe 2.0 L, 4 cyl, Automatic 9-spd, Turbo",25MPG2231combined city/hwycityhwy4.0 gal/100 mi,25,MPG,22,31,4.0 gal/100 mi,,2600,49850,11.9 barrels/yr,350 grams/mile,435,Regular Gasoline,2022,Mercedes-Benz,"C300 4matic Coupe 2.0 L, 4 cyl, Automatic 9-spd, Turbo",Yes
361,361,"Mercedes-Benz C300 Coupe 2.0 L, 4 cyl, Automatic 9-spd, Turbo",25MPG2231combined city/hwycityhwy4.0 gal/100 mi,25,MPG,22,31,4.0 gal/100 mi,,2600,47850,11.9 barrels/yr,350 grams/mile,435,Regular Gasoline,2022,Mercedes-Benz,"C300 Coupe 2.0 L, 4 cyl, Automatic 9-spd, Turbo",Yes
362,362,"MINI John Cooper Works Hardtop 2 door 2.0 L, 4 cyl, Manual 6-spd, Turbo",25MPG2231combined city/hwycityhwy4.0 gal/100 mi,25,MPG,22,31,4.0 gal/100 mi,,2600,32900,11.9 barrels/yr,348 grams/mile,290,Regular Gasoline,2022,MINI,"John Cooper Works Hardtop 2 door 2.0 L, 4 cyl, Manual 6-spd, Turbo",No
363,363,"Toyota Avalon 3.5 L, 6 cyl, Automatic (S8)",25MPG2231combined city/hwycityhwy4.0 gal/100 mi,25,MPG,22,31,4.0 gal/100 mi,,2100,43525,11.9 barrels/yr,352 grams/mile,395,Regular Gasoline,2022,Toyota,"Avalon 3.5 L, 6 cyl, Automatic (S8)",No
364,364,"Toyota Camry TRD 3.5 L, 6 cyl, Automatic (S8)",25MPG2231combined city/hwycityhwy4.0 gal/100 mi,25,MPG,22,31,4.0 gal/100 mi,,2100,32910,11.9 barrels/yr,354 grams/mile,395,Regular Gasoline,2022,Toyota,"Camry TRD 3.5 L, 6 cyl, Automatic (S8)",No
365,365,"Volvo V60CC T5 AWD 2.0 L, 4 cyl, Automatic (S8), Turbo",25MPG2231combined city/hwycityhwy4.0 gal/100 mi,25,MPG,22,31,4.0 gal/100 mi,,2600,46200,11.9 barrels/yr,355 grams/mile,398,Regular Gasoline,2022,Volvo,"V60CC T5 AWD 2.0 L, 4 cyl, Automatic (S8), Turbo",Yes
366,366,"Acura TLX FWD A-SPEC 2.0 L, 4 cyl, Automatic (S10), Turbo",25MPG2230combined city/hwycityhwy4.0 gal/100 mi,25,MPG,22,30,4.0 gal/100 mi,,2600,45650,11.9 barrels/yr,357 grams/mile,398,Regular Gasoline,2022,Acura,"TLX FWD A-SPEC 2.0 L, 4 cyl, Automatic (S10), Turbo",Yes
367,367,"Cadillac CT5 AWD 2.0 L, 4 cyl, Automatic (S10), Turbo",25MPG2230combined city/hwycityhwy4.0 gal/100 mi,25,MPG,22,30,4.0 gal/100 mi,,2600,0,11.9 barrels/yr,358 grams/mile,425,Regular Gasoline,2022,Cadillac,"CT5 AWD 2.0 L, 4 cyl, Automatic (S10), Turbo",Yes
368,368,"Chevrolet Camaro 2.0 L, 4 cyl, Automatic (S8), Turbo",25MPG2230combined city/hwycityhwy4.0 gal/100 mi,25,MPG,22,30,4.0 gal/100 mi,,2600,0,11.9 barrels/yr,358 grams/mile,475,Regular Gasoline,2022,Chevrolet,"Camaro 2.0 L, 4 cyl, Automatic (S8), Turbo",No
369,369,"Genesis G80 AWD 2.5 L, 4 cyl, Automatic (S8), Turbo",25MPG2230combined city/hwycityhwy4.0 gal/100 mi,25,MPG,22,30,4.0 gal/100 mi,,2600,63700,11.9 barrels/yr,360 grams/mile,430,Regular Gasoline,2022,Genesis,"G80 AWD 2.5 L, 4 cyl, Automatic (S8), Turbo",Yes
370,370,"Jaguar XF P300 AWD 2.0 L, 4 cyl, Automatic (S8), Turbo",25MPG2230combined city/hwycityhwy4.0 gal/100 mi,25,MPG,22,30,4.0 gal/100 mi,,2600,51000,11.9 barrels/yr,352 grams/mile,488,Regular Gasoline,2022,Jaguar,"XF P300 AWD 2.0 L, 4 cyl, Automatic (S8), Turbo",Yes
371,371,"Jeep Compass 4WD 2.4 L, 4 cyl, Automatic 9-spd",25MPG2230combined city/hwycityhwy4.0 gal/100 mi,25,MPG,22,30,4.0 gal/100 mi,,2100,36690,11.9 barrels/yr,358 grams/mile,338,Regular Gasoline,2022,Jeep,"Compass 4WD 2.4 L, 4 cyl, Automatic 9-spd",No
372,372,"Mazda CX-30 4WD 2.5 L, 4 cyl, Automatic (S6), Turbo",25MPG2230combined city/hwycityhwy4.0 gal/100 mi,25,MPG,22,30,4.0 gal/100 mi,,2100,34700,11.9 barrels/yr,353 grams/mile,318,Regular Gasoline,2022,Mazda,"CX-30 4WD 2.5 L, 4 cyl, Automatic (S6), Turbo",No
373,373,"Mercedes-Benz AMG A35 4matic 2.0 L, 4 cyl, Automatic (AM7), Turbo",25MPG2230combined city/hwycityhwy4.0 gal/100 mi,25,MPG,22,30,4.0 gal/100 mi,,2600,0,11.9 barrels/yr,356 grams/mile,0,Regular Gasoline,2022,Mercedes-Benz,"AMG A35 4matic 2.0 L, 4 cyl, Automatic (AM7), Turbo",Yes
374,374,"Mercedes-Benz AMG GLA35 4matic 2.0 L, 4 cyl, Automatic (AM8), Turbo",25MPG2230combined city/hwycityhwy4.0 gal/100 mi,25,MPG,22,30,4.0 gal/100 mi,,2600,47950,11.9 barrels/yr,355 grams/mile,0,Regular Gasoline,2022,Mercedes-Benz,"AMG GLA35 4matic 2.0 L, 4 cyl, Automatic (AM8), Turbo",Yes
375,375,"Mercedes-Benz GLB250 4matic 2.0 L, 4 cyl, Automatic (AM8), Turbo",25MPG2230combined city/hwycityhwy4.0 gal/100 mi,25,MPG,22,30,4.0 gal/100 mi,,2600,40600,11.9 barrels/yr,361 grams/mile,398,Regular Gasoline,2022,Mercedes-Benz,"GLB250 4matic 2.0 L, 4 cyl, Automatic (AM8), Turbo",Yes
