Vehicle,Blank1,All_MPG,Blank2,Combined_MPG,MPG_Type,City_MPG,HWY_MPG,Blank3,Text1,Text_city,Text_hwy,Fuel_Rate,Text2,Blank4,Annual_Fuel_Cost,MSRP,Car_Spec1,Car_Spec2,Total_Range
"2022 Toyota RAV4 AWD LE 2.5 L, 4 cyl, Automatic (S8), Regular Gasoline",,30MPG2734combined city/hwycityhwy3.3 gal/100 mi,,30,MPG,27,34,,combined city/hwy,city,hwy,3.3 gal/100 mi,NA,,"$1,750","$28,375",9.9 barrels/yr,296 grams/mile, 435 milesTotal Range
"2022 Volkswagen GLI 2.0 L, 4 cyl, Manual 6-spd, Turbo, Regular Gasoline",,30MPG2637combined city/hwycityhwy3.3 gal/100 mi,,30,MPG,26,37,,combined city/hwy,city,hwy,3.3 gal/100 mi,NA,,"$1,750","$31,295 – $32,095",9.9 barrels/yr,299 grams/mile, 396 milesTotal Range
"2022 BMW 330i Sedan 2.0 L, 4 cyl, Automatic (S8), Turbo, Premium Gasoline",,30MPG2636combined city/hwycityhwy3.3 gal/100 mi,,30,MPG,26,36,,combined city/hwy,city,hwy,3.3 gal/100 mi,NA,,"$2,200","$41,450",9.9 barrels/yr,298 grams/mile, 468 milesTotal Range
"2022 Nissan Altima AWD 2.5 L, 4 cyl, Automatic (variable gear ratios), Regular Gasoline",,30MPG2636combined city/hwycityhwy3.3 gal/100 mi,,30,MPG,26,36,,combined city/hwy,city,hwy,3.3 gal/100 mi,NA,,"$1,750","$27,300 – $31,740",9.9 barrels/yr,300 grams/mile, 480 milesTotal Range
"2022 Volkswagen GLI 2.0 L, 4 cyl, Automatic (AM-S7), Turbo, Regular Gasoline",,30MPG2636combined city/hwycityhwy3.3 gal/100 mi,,30,MPG,26,36,,combined city/hwy,city,hwy,3.3 gal/100 mi,NA,,"$1,750","$31,295 – $32,095",9.9 barrels/yr,297 grams/mile, 396 milesTotal Range
"2022 Mazda 3 4-Door 2WD 2.5 L, 4 cyl, Automatic (S6), Regular Gasoline",,30MPG2635combined city/hwycityhwy3.3 gal/100 mi,,30,MPG,26,35,,combined city/hwy,city,hwy,3.3 gal/100 mi,NA,,"$1,750","$21,150 – $27,700",9.9 barrels/yr,300 grams/mile, 396 milesTotal Range
"2022 Mazda MX-5 2.0 L, 4 cyl, Automatic (S6), Premium Gasoline",,30MPG2635combined city/hwycityhwy3.3 gal/100 mi,,30,MPG,26,35,,combined city/hwy,city,hwy,3.3 gal/100 mi,NA,,"$2,200","$27,650 – $38,550",9.9 barrels/yr,299 grams/mile, 357 milesTotal Range
"2022 Volvo S60 B5 2.0 L, 4 cyl, Automatic (S8), Turbo, Premium Gasoline",,30MPG2635combined city/hwycityhwy3.3 gal/100 mi,,30,MPG,26,35,,combined city/hwy,city,hwy,3.3 gal/100 mi,NA,,"$2,200","$39,250 – $42,250",9.9 barrels/yr,299 grams/mile, 477 milesTotal Range
"2022 Subaru Crosstrek AWD 2.5 L, 4 cyl, Automatic (AV-S8), Regular Gasoline",,29MPG2734combined city/hwycityhwy3.4 gal/100 mi,,29,MPG,27,34,,combined city/hwy,city,hwy,3.4 gal/100 mi,NA,,"$1,850","$23,145 – $28,995",10.3 barrels/yr,302 grams/mile, 481 milesTotal Range
"2022 Toyota RAV4 AWD 2.5 L, 4 cyl, Automatic (S8), Regular Gasoline",,29MPG2733combined city/hwycityhwy3.4 gal/100 mi,,29,MPG,27,33,,combined city/hwy,city,hwy,3.4 gal/100 mi,NA,,"$1,850","$29,845 – $36,875",10.3 barrels/yr,301 grams/mile, 420 milesTotal Range
"2022 Honda CR-V AWD 1.5 L, 4 cyl, Automatic (variable gear ratios), Turbo, Regular Gasoline",,29MPG2732combined city/hwycityhwy3.4 gal/100 mi,,29,MPG,27,32,,combined city/hwy,city,hwy,3.4 gal/100 mi,19.7,,"$1,850","$28,300 – $36,600",10.3 barrels/yr,305 grams/mile, 406 milesTotal Range
"2022 Hyundai Kona AWD 1.6 L, 4 cyl, Automatic (AM-S7), Turbo, Regular Gasoline",,29MPG2732combined city/hwycityhwy3.4 gal/100 mi,,29,MPG,27,32,,combined city/hwy,city,hwy,3.4 gal/100 mi,NA,,"$1,850","$22,800 – $30,100",10.3 barrels/yr,311 grams/mile, 383 milesTotal Range
