Vehicle,PaymentYear,TotalPayment
"Chevrolet Silverado 2WD 2.7 L, 4 cyl, Automatic 8-spd, Turbo",11,88150.0
"Chevrolet Silverado 2WD 2.7 L, 4 cyl, Automatic 8-spd, Turbo",12,90800.0
"GMC Sierra 2WD 2.7 L, 4 cyl, Automatic 8-spd, Turbo",1,15210.0
"GMC Sierra 2WD 2.7 L, 4 cyl, Automatic 8-spd, Turbo",2,30420.0
"GMC Sierra 2WD 2.7 L, 4 cyl, Automatic 8-spd, Turbo",3,45630.0
"GMC Sierra 2WD 2.7 L, 4 cyl, Automatic 8-spd, Turbo",4,60840.0
"GMC Sierra 2WD 2.7 L, 4 cyl, Automatic 8-spd, Turbo",5,76050.0
"GMC Sierra 2WD 2.7 L, 4 cyl, Automatic 8-spd, Turbo",6,78700.0
"GMC Sierra 2WD 2.7 L, 4 cyl, Automatic 8-spd, Turbo",7,81350.0
"GMC Sierra 2WD 2.7 L, 4 cyl, Automatic 8-spd, Turbo",8,84000.0
"GMC Sierra 2WD 2.7 L, 4 cyl, Automatic 8-spd, Turbo",9,86650.0
"GMC Sierra 2WD 2.7 L, 4 cyl, Automatic 8-spd, Turbo",10,89300.0
"GMC Sierra 2WD 2.7 L, 4 cyl, Automatic 8-spd, Turbo",11,91950.0
"GMC Sierra 2WD 2.7 L, 4 cyl, Automatic 8-spd, Turbo",12,94600.0
"GMC Sierra 2WD 2.7 L, 4 cyl, Automatic 8-spd, Turbo",1,15210.0
"GMC Sierra 2WD 2.7 L, 4 cyl, Automatic 8-spd, Turbo",2,30420.0
"GMC Sierra 2WD 2.7 L, 4 cyl, Automatic 8-spd, Turbo",3,45630.0
"GMC Sierra 2WD 2.7 L, 4 cyl, Automatic 8-spd, Turbo",4,60840.0
"GMC Sierra 2WD 2.7 L, 4 cyl, Automatic 8-spd, Turbo",5,76050.0
"GMC Sierra 2WD 2.7 L, 4 cyl, Automatic 8-spd, Turbo",6,78700.0
"GMC Sierra 2WD 2.7 L, 4 cyl, Automatic 8-spd, Turbo",7,81350.0
"GMC Sierra 2WD 2.7 L, 4 cyl, Automatic 8-spd, Turbo",8,84000.0
"GMC Sierra 2WD 2.7 L, 4 cyl, Automatic 8-spd, Turbo",9,86650.0
"GMC Sierra 2WD 2.7 L, 4 cyl, Automatic 8-spd, Turbo",10,89300.0
"GMC Sierra 2WD 2.7 L, 4 cyl, Automatic 8-spd, Turbo",11,91950.0
"GMC Sierra 2WD 2.7 L, 4 cyl, Automatic 8-spd, Turbo",12,94600.0
"Toyota Tacoma 4WD 2.7 L, 4 cyl, Automatic (S6)",1,11346.0
"Toyota Tacoma 4WD 2.7 L, 4 cyl, Automatic (S6)",2,22692.0
"Toyota Tacoma 4WD 2.7 L, 4 cyl, Automatic (S6)",3,34038.0
"Toyota Tacoma 4WD 2.7 L, 4 cyl, Automatic (S6)",4,45384.0
"Toyota Tacoma 4WD 2.7 L, 4 cyl, Automatic (S6)",5,56730.0
"Toyota Tacoma 4WD 2.7 L, 4 cyl, Automatic (S6)",6,59380.0
"Toyota Tacoma 4WD 2.7 L, 4 cyl, Automatic (S6)",7,62030.0
"Toyota Tacoma 4WD 2.7 L, 4 cyl, Automatic (S6)",8,64680.0
"Toyota Tacoma 4WD 2.7 L, 4 cyl, Automatic (S6)",9,67330.0
"Toyota Tacoma 4WD 2.7 L, 4 cyl, Automatic (S6)",10,69980.0
"Toyota Tacoma 4WD 2.7 L, 4 cyl, Automatic (S6)",11,72630.0
"Toyota Tacoma 4WD 2.7 L, 4 cyl, Automatic (S6)",12,75280.0
"Ford Explorer Timberline AWD 2.3 L, 4 cyl, Automatic (S10), Turbo",1,12314.0
"Ford Explorer Timberline AWD 2.3 L, 4 cyl, Automatic (S10), Turbo",2,24628.0
"Ford Explorer Timberline AWD 2.3 L, 4 cyl, Automatic (S10), Turbo",3,36942.0
"Ford Explorer Timberline AWD 2.3 L, 4 cyl, Automatic (S10), Turbo",4,49256.0
"Ford Explorer Timberline AWD 2.3 L, 4 cyl, Automatic (S10), Turbo",5,61570.0
"Ford Explorer Timberline AWD 2.3 L, 4 cyl, Automatic (S10), Turbo",6,64220.0
"Ford Explorer Timberline AWD 2.3 L, 4 cyl, Automatic (S10), Turbo",7,66870.0
"Ford Explorer Timberline AWD 2.3 L, 4 cyl, Automatic (S10), Turbo",8,69520.0
"Ford Explorer Timberline AWD 2.3 L, 4 cyl, Automatic (S10), Turbo",9,72170.0
"Ford Explorer Timberline AWD 2.3 L, 4 cyl, Automatic (S10), Turbo",10,74820.0
"Ford Explorer Timberline AWD 2.3 L, 4 cyl, Automatic (S10), Turbo",11,77470.0
"Ford Explorer Timberline AWD 2.3 L, 4 cyl, Automatic (S10), Turbo",12,80120.0
"Ford Explorer RWD 3.0 L, 6 cyl, Automatic (S10), Turbo",1,13405.0
"Ford Explorer RWD 3.0 L, 6 cyl, Automatic (S10), Turbo",2,26810.0
"Ford Explorer RWD 3.0 L, 6 cyl, Automatic (S10), Turbo",3,40215.0
"Ford Explorer RWD 3.0 L, 6 cyl, Automatic (S10), Turbo",4,53620.0
"Ford Explorer RWD 3.0 L, 6 cyl, Automatic (S10), Turbo",5,67025.0
"Ford Explorer RWD 3.0 L, 6 cyl, Automatic (S10), Turbo",6,69675.0
"Ford Explorer RWD 3.0 L, 6 cyl, Automatic (S10), Turbo",7,72325.0
"Ford Explorer RWD 3.0 L, 6 cyl, Automatic (S10), Turbo",8,74975.0
"Ford Explorer RWD 3.0 L, 6 cyl, Automatic (S10), Turbo",9,77625.0
"Ford Explorer RWD 3.0 L, 6 cyl, Automatic (S10), Turbo",10,80275.0
"Ford Explorer RWD 3.0 L, 6 cyl, Automatic (S10), Turbo",11,82925.0
"Ford Explorer RWD 3.0 L, 6 cyl, Automatic (S10), Turbo",12,85575.0
"Kia Stinger RWD 3.3 L, 6 cyl, Automatic (S8), Turbo",1,13548.0
"Kia Stinger RWD 3.3 L, 6 cyl, Automatic (S8), Turbo",2,27096.0
"Kia Stinger RWD 3.3 L, 6 cyl, Automatic (S8), Turbo",3,40644.0
"Kia Stinger RWD 3.3 L, 6 cyl, Automatic (S8), Turbo",4,54192.0
"Kia Stinger RWD 3.3 L, 6 cyl, Automatic (S8), Turbo",5,67740.0
"Kia Stinger RWD 3.3 L, 6 cyl, Automatic (S8), Turbo",6,70990.0
"Kia Stinger RWD 3.3 L, 6 cyl, Automatic (S8), Turbo",7,74240.0
"Kia Stinger RWD 3.3 L, 6 cyl, Automatic (S8), Turbo",8,77490.0
"Kia Stinger RWD 3.3 L, 6 cyl, Automatic (S8), Turbo",9,80740.0
"Kia Stinger RWD 3.3 L, 6 cyl, Automatic (S8), Turbo",10,83990.0
"Kia Stinger RWD 3.3 L, 6 cyl, Automatic (S8), Turbo",11,87240.0
"Kia Stinger RWD 3.3 L, 6 cyl, Automatic (S8), Turbo",12,90490.0
"Maserati Ghibli GT 3.0 L, 6 cyl, Automatic 8-spd, Turbo",1,18490.0
"Maserati Ghibli GT 3.0 L, 6 cyl, Automatic 8-spd, Turbo",2,36980.0
"Maserati Ghibli GT 3.0 L, 6 cyl, Automatic 8-spd, Turbo",3,55470.0
"Maserati Ghibli GT 3.0 L, 6 cyl, Automatic 8-spd, Turbo",4,73960.0
"Maserati Ghibli GT 3.0 L, 6 cyl, Automatic 8-spd, Turbo",5,92450.0
"Maserati Ghibli GT 3.0 L, 6 cyl, Automatic 8-spd, Turbo",6,95700.0
"Maserati Ghibli GT 3.0 L, 6 cyl, Automatic 8-spd, Turbo",7,98950.0
"Maserati Ghibli GT 3.0 L, 6 cyl, Automatic 8-spd, Turbo",8,102200.0
"Maserati Ghibli GT 3.0 L, 6 cyl, Automatic 8-spd, Turbo",9,105450.0
"Maserati Ghibli GT 3.0 L, 6 cyl, Automatic 8-spd, Turbo",10,108700.0
"Maserati Ghibli GT 3.0 L, 6 cyl, Automatic 8-spd, Turbo",11,111950.0
"Maserati Ghibli GT 3.0 L, 6 cyl, Automatic 8-spd, Turbo",12,115200.0
"Maserati Ghibli Modena RWD 3.0 L, 6 cyl, Automatic 8-spd, Turbo",1,19430.0
"Maserati Ghibli Modena RWD 3.0 L, 6 cyl, Automatic 8-spd, Turbo",2,38860.0
"Maserati Ghibli Modena RWD 3.0 L, 6 cyl, Automatic 8-spd, Turbo",3,58290.0
"Maserati Ghibli Modena RWD 3.0 L, 6 cyl, Automatic 8-spd, Turbo",4,77720.0
"Maserati Ghibli Modena RWD 3.0 L, 6 cyl, Automatic 8-spd, Turbo",5,97150.0
"Maserati Ghibli Modena RWD 3.0 L, 6 cyl, Automatic 8-spd, Turbo",6,100400.0
"Maserati Ghibli Modena RWD 3.0 L, 6 cyl, Automatic 8-spd, Turbo",7,103650.0
"Maserati Ghibli Modena RWD 3.0 L, 6 cyl, Automatic 8-spd, Turbo",8,106900.0
"Maserati Ghibli Modena RWD 3.0 L, 6 cyl, Automatic 8-spd, Turbo",9,110150.0
"Maserati Ghibli Modena RWD 3.0 L, 6 cyl, Automatic 8-spd, Turbo",10,113400.0
"Maserati Ghibli Modena RWD 3.0 L, 6 cyl, Automatic 8-spd, Turbo",11,116650.0
"Maserati Ghibli Modena RWD 3.0 L, 6 cyl, Automatic 8-spd, Turbo",12,119900.0
"Aston Martin DB11 V8 4.0 L, 8 cyl, Automatic 8-spd, Turbo",1,49890.0
"Aston Martin DB11 V8 4.0 L, 8 cyl, Automatic 8-spd, Turbo",2,99780.0
"Aston Martin DB11 V8 4.0 L, 8 cyl, Automatic 8-spd, Turbo",3,149670.0
"Aston Martin DB11 V8 4.0 L, 8 cyl, Automatic 8-spd, Turbo",4,199560.0
"Aston Martin DB11 V8 4.0 L, 8 cyl, Automatic 8-spd, Turbo",5,249450.0
"Aston Martin DB11 V8 4.0 L, 8 cyl, Automatic 8-spd, Turbo",6,252700.0
"Aston Martin DB11 V8 4.0 L, 8 cyl, Automatic 8-spd, Turbo",7,255950.0
"Aston Martin DB11 V8 4.0 L, 8 cyl, Automatic 8-spd, Turbo",8,259200.0
"Aston Martin DB11 V8 4.0 L, 8 cyl, Automatic 8-spd, Turbo",9,262450.0
"Aston Martin DB11 V8 4.0 L, 8 cyl, Automatic 8-spd, Turbo",10,265700.0
"Aston Martin DB11 V8 4.0 L, 8 cyl, Automatic 8-spd, Turbo",11,268950.0
"Aston Martin DB11 V8 4.0 L, 8 cyl, Automatic 8-spd, Turbo",12,272200.0
"Aston Martin Vantage V8 4.0 L, 8 cyl, Automatic 8-spd, Turbo",1,39210.0
"Aston Martin Vantage V8 4.0 L, 8 cyl, Automatic 8-spd, Turbo",2,78420.0
"Aston Martin Vantage V8 4.0 L, 8 cyl, Automatic 8-spd, Turbo",3,117630.0
"Aston Martin Vantage V8 4.0 L, 8 cyl, Automatic 8-spd, Turbo",4,156840.0
"Aston Martin Vantage V8 4.0 L, 8 cyl, Automatic 8-spd, Turbo",5,196050.0
"Aston Martin Vantage V8 4.0 L, 8 cyl, Automatic 8-spd, Turbo",6,199300.0
"Aston Martin Vantage V8 4.0 L, 8 cyl, Automatic 8-spd, Turbo",7,202550.0
"Aston Martin Vantage V8 4.0 L, 8 cyl, Automatic 8-spd, Turbo",8,205800.0
"Aston Martin Vantage V8 4.0 L, 8 cyl, Automatic 8-spd, Turbo",9,209050.0
"Aston Martin Vantage V8 4.0 L, 8 cyl, Automatic 8-spd, Turbo",10,212300.0
"Aston Martin Vantage V8 4.0 L, 8 cyl, Automatic 8-spd, Turbo",11,215550.0
"Aston Martin Vantage V8 4.0 L, 8 cyl, Automatic 8-spd, Turbo",12,218800.0
"Ford Explorer AWD 3.0 L, 6 cyl, Automatic (S10), Turbo",1,13805.0
"Ford Explorer AWD 3.0 L, 6 cyl, Automatic (S10), Turbo",2,27610.0
"Ford Explorer AWD 3.0 L, 6 cyl, Automatic (S10), Turbo",3,41415.0
"Ford Explorer AWD 3.0 L, 6 cyl, Automatic (S10), Turbo",4,55220.0
"Ford Explorer AWD 3.0 L, 6 cyl, Automatic (S10), Turbo",5,69025.0
"Ford Explorer AWD 3.0 L, 6 cyl, Automatic (S10), Turbo",6,71675.0
"Ford Explorer AWD 3.0 L, 6 cyl, Automatic (S10), Turbo",7,74325.0
"Ford Explorer AWD 3.0 L, 6 cyl, Automatic (S10), Turbo",8,76975.0
"Ford Explorer AWD 3.0 L, 6 cyl, Automatic (S10), Turbo",9,79625.0
"Ford Explorer AWD 3.0 L, 6 cyl, Automatic (S10), Turbo",10,82275.0
"Ford Explorer AWD 3.0 L, 6 cyl, Automatic (S10), Turbo",11,84925.0
"Ford Explorer AWD 3.0 L, 6 cyl, Automatic (S10), Turbo",12,87575.0
"Ford Explorer AWD 3.0 L, 6 cyl, Automatic 10-spd, Turbo",1,13805.0
"Ford Explorer AWD 3.0 L, 6 cyl, Automatic 10-spd, Turbo",2,27610.0
"Ford Explorer AWD 3.0 L, 6 cyl, Automatic 10-spd, Turbo",3,41415.0
"Ford Explorer AWD 3.0 L, 6 cyl, Automatic 10-spd, Turbo",4,55220.0
"Ford Explorer AWD 3.0 L, 6 cyl, Automatic 10-spd, Turbo",5,69025.0
"Ford Explorer AWD 3.0 L, 6 cyl, Automatic 10-spd, Turbo",6,71675.0
"Ford Explorer AWD 3.0 L, 6 cyl, Automatic 10-spd, Turbo",7,74325.0
"Ford Explorer AWD 3.0 L, 6 cyl, Automatic 10-spd, Turbo",8,76975.0
"Ford Explorer AWD 3.0 L, 6 cyl, Automatic 10-spd, Turbo",9,79625.0
"Ford Explorer AWD 3.0 L, 6 cyl, Automatic 10-spd, Turbo",10,82275.0
"Ford Explorer AWD 3.0 L, 6 cyl, Automatic 10-spd, Turbo",11,84925.0
"Ford Explorer AWD 3.0 L, 6 cyl, Automatic 10-spd, Turbo",12,87575.0
"Ford F150 Pickup 2WD 3.5 L, 6 cyl, Automatic (S10), Turbo",1,18045.0
"Ford F150 Pickup 2WD 3.5 L, 6 cyl, Automatic (S10), Turbo",2,36090.0
"Ford F150 Pickup 2WD 3.5 L, 6 cyl, Automatic (S10), Turbo",3,54135.0
"Ford F150 Pickup 2WD 3.5 L, 6 cyl, Automatic (S10), Turbo",4,72180.0
"Ford F150 Pickup 2WD 3.5 L, 6 cyl, Automatic (S10), Turbo",5,90225.0
"Ford F150 Pickup 2WD 3.5 L, 6 cyl, Automatic (S10), Turbo",6,92875.0
"Ford F150 Pickup 2WD 3.5 L, 6 cyl, Automatic (S10), Turbo",7,95525.0
"Ford F150 Pickup 2WD 3.5 L, 6 cyl, Automatic (S10), Turbo",8,98175.0
"Ford F150 Pickup 2WD 3.5 L, 6 cyl, Automatic (S10), Turbo",9,100825.0
"Ford F150 Pickup 2WD 3.5 L, 6 cyl, Automatic (S10), Turbo",10,103475.0
"Ford F150 Pickup 2WD 3.5 L, 6 cyl, Automatic (S10), Turbo",11,106125.0
"Ford F150 Pickup 2WD 3.5 L, 6 cyl, Automatic (S10), Turbo",12,108775.0
"Nissan Frontier 2WD 3.8 L, 6 cyl, Automatic (S9)",1,9674.0
"Nissan Frontier 2WD 3.8 L, 6 cyl, Automatic (S9)",2,19348.0
"Nissan Frontier 2WD 3.8 L, 6 cyl, Automatic (S9)",3,29022.0
"Nissan Frontier 2WD 3.8 L, 6 cyl, Automatic (S9)",4,38696.0
"Nissan Frontier 2WD 3.8 L, 6 cyl, Automatic (S9)",5,48370.0
"Nissan Frontier 2WD 3.8 L, 6 cyl, Automatic (S9)",6,51020.0
"Nissan Frontier 2WD 3.8 L, 6 cyl, Automatic (S9)",7,53670.0
"Nissan Frontier 2WD 3.8 L, 6 cyl, Automatic (S9)",8,56320.0
"Nissan Frontier 2WD 3.8 L, 6 cyl, Automatic (S9)",9,58970.0
"Nissan Frontier 2WD 3.8 L, 6 cyl, Automatic (S9)",10,61620.0
"Nissan Frontier 2WD 3.8 L, 6 cyl, Automatic (S9)",11,64270.0
"Nissan Frontier 2WD 3.8 L, 6 cyl, Automatic (S9)",12,66920.0
"Porsche 718 Cayman GT4 4.0 L, 6 cyl, Automatic (AM-S7)",1,31590.0
"Porsche 718 Cayman GT4 4.0 L, 6 cyl, Automatic (AM-S7)",2,63180.0
"Porsche 718 Cayman GT4 4.0 L, 6 cyl, Automatic (AM-S7)",3,94770.0
"Porsche 718 Cayman GT4 4.0 L, 6 cyl, Automatic (AM-S7)",4,126360.0
"Porsche 718 Cayman GT4 4.0 L, 6 cyl, Automatic (AM-S7)",5,157950.0
"Porsche 718 Cayman GT4 4.0 L, 6 cyl, Automatic (AM-S7)",6,161200.0
"Porsche 718 Cayman GT4 4.0 L, 6 cyl, Automatic (AM-S7)",7,164450.0
"Porsche 718 Cayman GT4 4.0 L, 6 cyl, Automatic (AM-S7)",8,167700.0
"Porsche 718 Cayman GT4 4.0 L, 6 cyl, Automatic (AM-S7)",9,170950.0
"Porsche 718 Cayman GT4 4.0 L, 6 cyl, Automatic (AM-S7)",10,174200.0
"Porsche 718 Cayman GT4 4.0 L, 6 cyl, Automatic (AM-S7)",11,177450.0
"Porsche 718 Cayman GT4 4.0 L, 6 cyl, Automatic (AM-S7)",12,180700.0
"Porsche 718 Spyder 4.0 L, 6 cyl, Automatic (AM-S7)",1,22910.0
"Porsche 718 Spyder 4.0 L, 6 cyl, Automatic (AM-S7)",2,45820.0
"Porsche 718 Spyder 4.0 L, 6 cyl, Automatic (AM-S7)",3,68730.0
"Porsche 718 Spyder 4.0 L, 6 cyl, Automatic (AM-S7)",4,91640.0
"Porsche 718 Spyder 4.0 L, 6 cyl, Automatic (AM-S7)",5,114550.0
"Porsche 718 Spyder 4.0 L, 6 cyl, Automatic (AM-S7)",6,117800.0
"Porsche 718 Spyder 4.0 L, 6 cyl, Automatic (AM-S7)",7,121050.0
"Porsche 718 Spyder 4.0 L, 6 cyl, Automatic (AM-S7)",8,124300.0
"Porsche 718 Spyder 4.0 L, 6 cyl, Automatic (AM-S7)",9,127550.0
"Porsche 718 Spyder 4.0 L, 6 cyl, Automatic (AM-S7)",10,130800.0
"Porsche 718 Spyder 4.0 L, 6 cyl, Automatic (AM-S7)",11,134050.0
"Porsche 718 Spyder 4.0 L, 6 cyl, Automatic (AM-S7)",12,137300.0
"Porsche 911 Carrera 3.0 L, 6 cyl, Automatic (AM-S8), Turbo",1,23490.0
"Porsche 911 Carrera 3.0 L, 6 cyl, Automatic (AM-S8), Turbo",2,46980.0
"Porsche 911 Carrera 3.0 L, 6 cyl, Automatic (AM-S8), Turbo",3,70470.0
"Porsche 911 Carrera 3.0 L, 6 cyl, Automatic (AM-S8), Turbo",4,93960.0
"Porsche 911 Carrera 3.0 L, 6 cyl, Automatic (AM-S8), Turbo",5,117450.0
"Porsche 911 Carrera 3.0 L, 6 cyl, Automatic (AM-S8), Turbo",6,120700.0
"Porsche 911 Carrera 3.0 L, 6 cyl, Automatic (AM-S8), Turbo",7,123950.0
"Porsche 911 Carrera 3.0 L, 6 cyl, Automatic (AM-S8), Turbo",8,127200.0
"Porsche 911 Carrera 3.0 L, 6 cyl, Automatic (AM-S8), Turbo",9,130450.0
"Porsche 911 Carrera 3.0 L, 6 cyl, Automatic (AM-S8), Turbo",10,133700.0
"Porsche 911 Carrera 3.0 L, 6 cyl, Automatic (AM-S8), Turbo",11,136950.0
"Porsche 911 Carrera 3.0 L, 6 cyl, Automatic (AM-S8), Turbo",12,140200.0
"Porsche 911 Carrera 4 3.0 L, 6 cyl, Automatic (AM-S8), Turbo",1,24950.0
"Porsche 911 Carrera 4 3.0 L, 6 cyl, Automatic (AM-S8), Turbo",2,49900.0
"Porsche 911 Carrera 4 3.0 L, 6 cyl, Automatic (AM-S8), Turbo",3,74850.0
"Porsche 911 Carrera 4 3.0 L, 6 cyl, Automatic (AM-S8), Turbo",4,99800.0
"Porsche 911 Carrera 4 3.0 L, 6 cyl, Automatic (AM-S8), Turbo",5,124750.0
"Porsche 911 Carrera 4 3.0 L, 6 cyl, Automatic (AM-S8), Turbo",6,128000.0
"Porsche 911 Carrera 4 3.0 L, 6 cyl, Automatic (AM-S8), Turbo",7,131250.0
"Porsche 911 Carrera 4 3.0 L, 6 cyl, Automatic (AM-S8), Turbo",8,134500.0
"Porsche 911 Carrera 4 3.0 L, 6 cyl, Automatic (AM-S8), Turbo",9,137750.0
"Porsche 911 Carrera 4 3.0 L, 6 cyl, Automatic (AM-S8), Turbo",10,141000.0
"Porsche 911 Carrera 4 3.0 L, 6 cyl, Automatic (AM-S8), Turbo",11,144250.0
"Porsche 911 Carrera 4 3.0 L, 6 cyl, Automatic (AM-S8), Turbo",12,147500.0
"Porsche 911 Carrera 4 Cabriolet 3.0 L, 6 cyl, Automatic (AM-S8), Turbo",1,27510.0
"Porsche 911 Carrera 4 Cabriolet 3.0 L, 6 cyl, Automatic (AM-S8), Turbo",2,55020.0
"Porsche 911 Carrera 4 Cabriolet 3.0 L, 6 cyl, Automatic (AM-S8), Turbo",3,82530.0
"Porsche 911 Carrera 4 Cabriolet 3.0 L, 6 cyl, Automatic (AM-S8), Turbo",4,110040.0
"Porsche 911 Carrera 4 Cabriolet 3.0 L, 6 cyl, Automatic (AM-S8), Turbo",5,137550.0
"Porsche 911 Carrera 4 Cabriolet 3.0 L, 6 cyl, Automatic (AM-S8), Turbo",6,140800.0
"Porsche 911 Carrera 4 Cabriolet 3.0 L, 6 cyl, Automatic (AM-S8), Turbo",7,144050.0
"Porsche 911 Carrera 4 Cabriolet 3.0 L, 6 cyl, Automatic (AM-S8), Turbo",8,147300.0
"Porsche 911 Carrera 4 Cabriolet 3.0 L, 6 cyl, Automatic (AM-S8), Turbo",9,150550.0
"Porsche 911 Carrera 4 Cabriolet 3.0 L, 6 cyl, Automatic (AM-S8), Turbo",10,153800.0
"Porsche 911 Carrera 4 Cabriolet 3.0 L, 6 cyl, Automatic (AM-S8), Turbo",11,157050.0
"Porsche 911 Carrera 4 Cabriolet 3.0 L, 6 cyl, Automatic (AM-S8), Turbo",12,160300.0
"Porsche 911 Carrera Cabriolet 3.0 L, 6 cyl, Automatic (AM-S8), Turbo",1,26050.0
"Porsche 911 Carrera Cabriolet 3.0 L, 6 cyl, Automatic (AM-S8), Turbo",2,52100.0
"Porsche 911 Carrera Cabriolet 3.0 L, 6 cyl, Automatic (AM-S8), Turbo",3,78150.0
"Porsche 911 Carrera Cabriolet 3.0 L, 6 cyl, Automatic (AM-S8), Turbo",4,104200.0
"Porsche 911 Carrera Cabriolet 3.0 L, 6 cyl, Automatic (AM-S8), Turbo",5,130250.0
"Porsche 911 Carrera Cabriolet 3.0 L, 6 cyl, Automatic (AM-S8), Turbo",6,133500.0
"Porsche 911 Carrera Cabriolet 3.0 L, 6 cyl, Automatic (AM-S8), Turbo",7,136750.0
"Porsche 911 Carrera Cabriolet 3.0 L, 6 cyl, Automatic (AM-S8), Turbo",8,140000.0
"Porsche 911 Carrera Cabriolet 3.0 L, 6 cyl, Automatic (AM-S8), Turbo",9,143250.0
"Porsche 911 Carrera Cabriolet 3.0 L, 6 cyl, Automatic (AM-S8), Turbo",10,146500.0
"Porsche 911 Carrera Cabriolet 3.0 L, 6 cyl, Automatic (AM-S8), Turbo",11,149750.0
"Porsche 911 Carrera Cabriolet 3.0 L, 6 cyl, Automatic (AM-S8), Turbo",12,153000.0
"Porsche 911 Targa 4 3.0 L, 6 cyl, Automatic (AM-S8), Turbo",1,27510.0
"Porsche 911 Targa 4 3.0 L, 6 cyl, Automatic (AM-S8), Turbo",2,55020.0
"Porsche 911 Targa 4 3.0 L, 6 cyl, Automatic (AM-S8), Turbo",3,82530.0
"Porsche 911 Targa 4 3.0 L, 6 cyl, Automatic (AM-S8), Turbo",4,110040.0
"Porsche 911 Targa 4 3.0 L, 6 cyl, Automatic (AM-S8), Turbo",5,137550.0
"Porsche 911 Targa 4 3.0 L, 6 cyl, Automatic (AM-S8), Turbo",6,140800.0
"Porsche 911 Targa 4 3.0 L, 6 cyl, Automatic (AM-S8), Turbo",7,144050.0
"Porsche 911 Targa 4 3.0 L, 6 cyl, Automatic (AM-S8), Turbo",8,147300.0
"Porsche 911 Targa 4 3.0 L, 6 cyl, Automatic (AM-S8), Turbo",9,150550.0
"Porsche 911 Targa 4 3.0 L, 6 cyl, Automatic (AM-S8), Turbo",10,153800.0
"Porsche 911 Targa 4 3.0 L, 6 cyl, Automatic (AM-S8), Turbo",11,157050.0
"Porsche 911 Targa 4 3.0 L, 6 cyl, Automatic (AM-S8), Turbo",12,160300.0
"Porsche Panamera 2.9 L, 6 cyl, Automatic (AM-S8), Turbo",1,23630.0
"Porsche Panamera 2.9 L, 6 cyl, Automatic (AM-S8), Turbo",2,47260.0
"Porsche Panamera 2.9 L, 6 cyl, Automatic (AM-S8), Turbo",3,70890.0
"Porsche Panamera 2.9 L, 6 cyl, Automatic (AM-S8), Turbo",4,94520.0
"Porsche Panamera 2.9 L, 6 cyl, Automatic (AM-S8), Turbo",5,118150.0
"Porsche Panamera 2.9 L, 6 cyl, Automatic (AM-S8), Turbo",6,121400.0
"Porsche Panamera 2.9 L, 6 cyl, Automatic (AM-S8), Turbo",7,124650.0
"Porsche Panamera 2.9 L, 6 cyl, Automatic (AM-S8), Turbo",8,127900.0
"Porsche Panamera 2.9 L, 6 cyl, Automatic (AM-S8), Turbo",9,131150.0
"Porsche Panamera 2.9 L, 6 cyl, Automatic (AM-S8), Turbo",10,134400.0
"Porsche Panamera 2.9 L, 6 cyl, Automatic (AM-S8), Turbo",11,137650.0
"Porsche Panamera 2.9 L, 6 cyl, Automatic (AM-S8), Turbo",12,140900.0
"Porsche Panamera 4 2.9 L, 6 cyl, Automatic (AM-S8), Turbo",1,24450.0
"Porsche Panamera 4 2.9 L, 6 cyl, Automatic (AM-S8), Turbo",2,48900.0
"Porsche Panamera 4 2.9 L, 6 cyl, Automatic (AM-S8), Turbo",3,73350.0
"Porsche Panamera 4 2.9 L, 6 cyl, Automatic (AM-S8), Turbo",4,97800.0
"Porsche Panamera 4 2.9 L, 6 cyl, Automatic (AM-S8), Turbo",5,122250.0
"Porsche Panamera 4 2.9 L, 6 cyl, Automatic (AM-S8), Turbo",6,125500.0
"Porsche Panamera 4 2.9 L, 6 cyl, Automatic (AM-S8), Turbo",7,128750.0
"Porsche Panamera 4 2.9 L, 6 cyl, Automatic (AM-S8), Turbo",8,132000.0
"Porsche Panamera 4 2.9 L, 6 cyl, Automatic (AM-S8), Turbo",9,135250.0
"Porsche Panamera 4 2.9 L, 6 cyl, Automatic (AM-S8), Turbo",10,138500.0
"Porsche Panamera 4 2.9 L, 6 cyl, Automatic (AM-S8), Turbo",11,141750.0
"Porsche Panamera 4 2.9 L, 6 cyl, Automatic (AM-S8), Turbo",12,145000.0
"Porsche Panamera 4S 2.9 L, 6 cyl, Automatic (AM-S8), Turbo",1,24530.0
"Porsche Panamera 4S 2.9 L, 6 cyl, Automatic (AM-S8), Turbo",2,49060.0
"Porsche Panamera 4S 2.9 L, 6 cyl, Automatic (AM-S8), Turbo",3,73590.0
"Porsche Panamera 4S 2.9 L, 6 cyl, Automatic (AM-S8), Turbo",4,98120.0
"Porsche Panamera 4S 2.9 L, 6 cyl, Automatic (AM-S8), Turbo",5,122650.0
"Porsche Panamera 4S 2.9 L, 6 cyl, Automatic (AM-S8), Turbo",6,125900.0
"Porsche Panamera 4S 2.9 L, 6 cyl, Automatic (AM-S8), Turbo",7,129150.0
"Porsche Panamera 4S 2.9 L, 6 cyl, Automatic (AM-S8), Turbo",8,132400.0
"Porsche Panamera 4S 2.9 L, 6 cyl, Automatic (AM-S8), Turbo",9,135650.0
"Porsche Panamera 4S 2.9 L, 6 cyl, Automatic (AM-S8), Turbo",10,138900.0
"Porsche Panamera 4S 2.9 L, 6 cyl, Automatic (AM-S8), Turbo",11,142150.0
