Vehicle,PaymentYear,TotalPayment
"MINI John Cooper Works Hardtop 2 door 2.0 L, 4 cyl, Automatic (S8), Turbo",9,53150.0
"MINI John Cooper Works Hardtop 2 door 2.0 L, 4 cyl, Automatic (S8), Turbo",10,55400.0
"MINI John Cooper Works Hardtop 2 door 2.0 L, 4 cyl, Automatic (S8), Turbo",11,57650.0
"MINI John Cooper Works Hardtop 2 door 2.0 L, 4 cyl, Automatic (S8), Turbo",12,59900.0
"Nissan Altima SR 2.0 L, 4 cyl, Automatic (AV-S8), Turbo",1,8100.0
"Nissan Altima SR 2.0 L, 4 cyl, Automatic (AV-S8), Turbo",2,16200.0
"Nissan Altima SR 2.0 L, 4 cyl, Automatic (AV-S8), Turbo",3,24300.0
"Nissan Altima SR 2.0 L, 4 cyl, Automatic (AV-S8), Turbo",4,32400.0
"Nissan Altima SR 2.0 L, 4 cyl, Automatic (AV-S8), Turbo",5,40500.0
"Nissan Altima SR 2.0 L, 4 cyl, Automatic (AV-S8), Turbo",6,42350.0
"Nissan Altima SR 2.0 L, 4 cyl, Automatic (AV-S8), Turbo",7,44200.0
"Nissan Altima SR 2.0 L, 4 cyl, Automatic (AV-S8), Turbo",8,46050.0
"Nissan Altima SR 2.0 L, 4 cyl, Automatic (AV-S8), Turbo",9,47900.0
"Nissan Altima SR 2.0 L, 4 cyl, Automatic (AV-S8), Turbo",10,49750.0
"Nissan Altima SR 2.0 L, 4 cyl, Automatic (AV-S8), Turbo",11,51600.0
"Nissan Altima SR 2.0 L, 4 cyl, Automatic (AV-S8), Turbo",12,53450.0
"Toyota Camry AWD LE/SE 2.5 L, 4 cyl, Automatic (S8)",1,7747.0
"Toyota Camry AWD LE/SE 2.5 L, 4 cyl, Automatic (S8)",2,15494.0
"Toyota Camry AWD LE/SE 2.5 L, 4 cyl, Automatic (S8)",3,23241.0
"Toyota Camry AWD LE/SE 2.5 L, 4 cyl, Automatic (S8)",4,30988.0
"Toyota Camry AWD LE/SE 2.5 L, 4 cyl, Automatic (S8)",5,38735.0
"Toyota Camry AWD LE/SE 2.5 L, 4 cyl, Automatic (S8)",6,40585.0
"Toyota Camry AWD LE/SE 2.5 L, 4 cyl, Automatic (S8)",7,42435.0
"Toyota Camry AWD LE/SE 2.5 L, 4 cyl, Automatic (S8)",8,44285.0
"Toyota Camry AWD LE/SE 2.5 L, 4 cyl, Automatic (S8)",9,46135.0
"Toyota Camry AWD LE/SE 2.5 L, 4 cyl, Automatic (S8)",10,47985.0
"Toyota Camry AWD LE/SE 2.5 L, 4 cyl, Automatic (S8)",11,49835.0
"Toyota Camry AWD LE/SE 2.5 L, 4 cyl, Automatic (S8)",12,51685.0
"Lexus NX 250 2.5 L, 4 cyl, Automatic (S8)",1,10800.0
"Lexus NX 250 2.5 L, 4 cyl, Automatic (S8)",2,21600.0
"Lexus NX 250 2.5 L, 4 cyl, Automatic (S8)",3,32400.0
"Lexus NX 250 2.5 L, 4 cyl, Automatic (S8)",4,43200.0
"Lexus NX 250 2.5 L, 4 cyl, Automatic (S8)",5,54000.0
"Lexus NX 250 2.5 L, 4 cyl, Automatic (S8)",6,55900.0
"Lexus NX 250 2.5 L, 4 cyl, Automatic (S8)",7,57800.0
"Lexus NX 250 2.5 L, 4 cyl, Automatic (S8)",8,59700.0
"Lexus NX 250 2.5 L, 4 cyl, Automatic (S8)",9,61600.0
"Lexus NX 250 2.5 L, 4 cyl, Automatic (S8)",10,63500.0
"Lexus NX 250 2.5 L, 4 cyl, Automatic (S8)",11,65400.0
"Lexus NX 250 2.5 L, 4 cyl, Automatic (S8)",12,67300.0
"Chevrolet Equinox FWD 1.5 L, 4 cyl, Automatic 6-spd, Turbo",1,8100.0
"Chevrolet Equinox FWD 1.5 L, 4 cyl, Automatic 6-spd, Turbo",2,16200.0
"Chevrolet Equinox FWD 1.5 L, 4 cyl, Automatic 6-spd, Turbo",3,24300.0
"Chevrolet Equinox FWD 1.5 L, 4 cyl, Automatic 6-spd, Turbo",4,32400.0
"Chevrolet Equinox FWD 1.5 L, 4 cyl, Automatic 6-spd, Turbo",5,40500.0
"Chevrolet Equinox FWD 1.5 L, 4 cyl, Automatic 6-spd, Turbo",6,42400.0
"Chevrolet Equinox FWD 1.5 L, 4 cyl, Automatic 6-spd, Turbo",7,44300.0
"Chevrolet Equinox FWD 1.5 L, 4 cyl, Automatic 6-spd, Turbo",8,46200.0
"Chevrolet Equinox FWD 1.5 L, 4 cyl, Automatic 6-spd, Turbo",9,48100.0
"Chevrolet Equinox FWD 1.5 L, 4 cyl, Automatic 6-spd, Turbo",10,50000.0
"Chevrolet Equinox FWD 1.5 L, 4 cyl, Automatic 6-spd, Turbo",11,51900.0
"Chevrolet Equinox FWD 1.5 L, 4 cyl, Automatic 6-spd, Turbo",12,53800.0
"Ford Escape AWD 1.5 L, 3 cyl, Automatic 8-spd, Turbo",1,9329.0
"Ford Escape AWD 1.5 L, 3 cyl, Automatic 8-spd, Turbo",2,18658.0
"Ford Escape AWD 1.5 L, 3 cyl, Automatic 8-spd, Turbo",3,27987.0
"Ford Escape AWD 1.5 L, 3 cyl, Automatic 8-spd, Turbo",4,37316.0
"Ford Escape AWD 1.5 L, 3 cyl, Automatic 8-spd, Turbo",5,46645.0
"Ford Escape AWD 1.5 L, 3 cyl, Automatic 8-spd, Turbo",6,48545.0
"Ford Escape AWD 1.5 L, 3 cyl, Automatic 8-spd, Turbo",7,50445.0
"Ford Escape AWD 1.5 L, 3 cyl, Automatic 8-spd, Turbo",8,52345.0
"Ford Escape AWD 1.5 L, 3 cyl, Automatic 8-spd, Turbo",9,54245.0
"Ford Escape AWD 1.5 L, 3 cyl, Automatic 8-spd, Turbo",10,56145.0
"Ford Escape AWD 1.5 L, 3 cyl, Automatic 8-spd, Turbo",11,58045.0
"Ford Escape AWD 1.5 L, 3 cyl, Automatic 8-spd, Turbo",12,59945.0
"Honda HR-V AWD 1.8 L, 4 cyl, Automatic (AV-S7)",1,7534.0
"Honda HR-V AWD 1.8 L, 4 cyl, Automatic (AV-S7)",2,15068.0
"Honda HR-V AWD 1.8 L, 4 cyl, Automatic (AV-S7)",3,22602.0
"Honda HR-V AWD 1.8 L, 4 cyl, Automatic (AV-S7)",4,30136.0
"Honda HR-V AWD 1.8 L, 4 cyl, Automatic (AV-S7)",5,37670.0
"Honda HR-V AWD 1.8 L, 4 cyl, Automatic (AV-S7)",6,39570.0
"Honda HR-V AWD 1.8 L, 4 cyl, Automatic (AV-S7)",7,41470.0
"Honda HR-V AWD 1.8 L, 4 cyl, Automatic (AV-S7)",8,43370.0
"Honda HR-V AWD 1.8 L, 4 cyl, Automatic (AV-S7)",9,45270.0
"Honda HR-V AWD 1.8 L, 4 cyl, Automatic (AV-S7)",10,47170.0
"Honda HR-V AWD 1.8 L, 4 cyl, Automatic (AV-S7)",11,49070.0
"Honda HR-V AWD 1.8 L, 4 cyl, Automatic (AV-S7)",12,50970.0
"Chevrolet Trailblazer AWD 1.3 L, 3 cyl, Automatic 9-spd, Turbo",1,7340.0
"Chevrolet Trailblazer AWD 1.3 L, 3 cyl, Automatic 9-spd, Turbo",2,14680.0
"Chevrolet Trailblazer AWD 1.3 L, 3 cyl, Automatic 9-spd, Turbo",3,22020.0
"Chevrolet Trailblazer AWD 1.3 L, 3 cyl, Automatic 9-spd, Turbo",4,29360.0
"Chevrolet Trailblazer AWD 1.3 L, 3 cyl, Automatic 9-spd, Turbo",5,36700.0
"Chevrolet Trailblazer AWD 1.3 L, 3 cyl, Automatic 9-spd, Turbo",6,38600.0
"Chevrolet Trailblazer AWD 1.3 L, 3 cyl, Automatic 9-spd, Turbo",7,40500.0
"Chevrolet Trailblazer AWD 1.3 L, 3 cyl, Automatic 9-spd, Turbo",8,42400.0
"Chevrolet Trailblazer AWD 1.3 L, 3 cyl, Automatic 9-spd, Turbo",9,44300.0
"Chevrolet Trailblazer AWD 1.3 L, 3 cyl, Automatic 9-spd, Turbo",10,46200.0
"Chevrolet Trailblazer AWD 1.3 L, 3 cyl, Automatic 9-spd, Turbo",11,48100.0
"Chevrolet Trailblazer AWD 1.3 L, 3 cyl, Automatic 9-spd, Turbo",12,50000.0
"Mercedes-Benz A220 4matic 2.0 L, 4 cyl, Automatic (AM7), Turbo",1,9540.0
"Mercedes-Benz A220 4matic 2.0 L, 4 cyl, Automatic (AM7), Turbo",2,19080.0
"Mercedes-Benz A220 4matic 2.0 L, 4 cyl, Automatic (AM7), Turbo",3,28620.0
"Mercedes-Benz A220 4matic 2.0 L, 4 cyl, Automatic (AM7), Turbo",4,38160.0
"Mercedes-Benz A220 4matic 2.0 L, 4 cyl, Automatic (AM7), Turbo",5,47700.0
"Mercedes-Benz A220 4matic 2.0 L, 4 cyl, Automatic (AM7), Turbo",6,50050.0
"Mercedes-Benz A220 4matic 2.0 L, 4 cyl, Automatic (AM7), Turbo",7,52400.0
"Mercedes-Benz A220 4matic 2.0 L, 4 cyl, Automatic (AM7), Turbo",8,54750.0
"Mercedes-Benz A220 4matic 2.0 L, 4 cyl, Automatic (AM7), Turbo",9,57100.0
"Mercedes-Benz A220 4matic 2.0 L, 4 cyl, Automatic (AM7), Turbo",10,59450.0
"Mercedes-Benz A220 4matic 2.0 L, 4 cyl, Automatic (AM7), Turbo",11,61800.0
"Mercedes-Benz A220 4matic 2.0 L, 4 cyl, Automatic (AM7), Turbo",12,64150.0
"BMW 330i xDrive Sedan 2.0 L, 4 cyl, Automatic (S8), Turbo",1,11040.0
"BMW 330i xDrive Sedan 2.0 L, 4 cyl, Automatic (S8), Turbo",2,22080.0
"BMW 330i xDrive Sedan 2.0 L, 4 cyl, Automatic (S8), Turbo",3,33120.0
"BMW 330i xDrive Sedan 2.0 L, 4 cyl, Automatic (S8), Turbo",4,44160.0
"BMW 330i xDrive Sedan 2.0 L, 4 cyl, Automatic (S8), Turbo",5,55200.0
"BMW 330i xDrive Sedan 2.0 L, 4 cyl, Automatic (S8), Turbo",6,57550.0
"BMW 330i xDrive Sedan 2.0 L, 4 cyl, Automatic (S8), Turbo",7,59900.0
"BMW 330i xDrive Sedan 2.0 L, 4 cyl, Automatic (S8), Turbo",8,62250.0
"BMW 330i xDrive Sedan 2.0 L, 4 cyl, Automatic (S8), Turbo",9,64600.0
"BMW 330i xDrive Sedan 2.0 L, 4 cyl, Automatic (S8), Turbo",10,66950.0
"BMW 330i xDrive Sedan 2.0 L, 4 cyl, Automatic (S8), Turbo",11,69300.0
"BMW 330i xDrive Sedan 2.0 L, 4 cyl, Automatic (S8), Turbo",12,71650.0
"BMW 430i Convertible 2.0 L, 4 cyl, Automatic (S8), Turbo",1,13010.0
"BMW 430i Convertible 2.0 L, 4 cyl, Automatic (S8), Turbo",2,26020.0
"BMW 430i Convertible 2.0 L, 4 cyl, Automatic (S8), Turbo",3,39030.0
"BMW 430i Convertible 2.0 L, 4 cyl, Automatic (S8), Turbo",4,52040.0
"BMW 430i Convertible 2.0 L, 4 cyl, Automatic (S8), Turbo",5,65050.0
"BMW 430i Convertible 2.0 L, 4 cyl, Automatic (S8), Turbo",6,67400.0
"BMW 430i Convertible 2.0 L, 4 cyl, Automatic (S8), Turbo",7,69750.0
"BMW 430i Convertible 2.0 L, 4 cyl, Automatic (S8), Turbo",8,72100.0
"BMW 430i Convertible 2.0 L, 4 cyl, Automatic (S8), Turbo",9,74450.0
"BMW 430i Convertible 2.0 L, 4 cyl, Automatic (S8), Turbo",10,76800.0
"BMW 430i Convertible 2.0 L, 4 cyl, Automatic (S8), Turbo",11,79150.0
"BMW 430i Convertible 2.0 L, 4 cyl, Automatic (S8), Turbo",12,81500.0
"BMW 430i Coupe 2.0 L, 4 cyl, Automatic (S8), Turbo",1,11510.0
"BMW 430i Coupe 2.0 L, 4 cyl, Automatic (S8), Turbo",2,23020.0
"BMW 430i Coupe 2.0 L, 4 cyl, Automatic (S8), Turbo",3,34530.0
"BMW 430i Coupe 2.0 L, 4 cyl, Automatic (S8), Turbo",4,46040.0
"BMW 430i Coupe 2.0 L, 4 cyl, Automatic (S8), Turbo",5,57550.0
"BMW 430i Coupe 2.0 L, 4 cyl, Automatic (S8), Turbo",6,59900.0
"BMW 430i Coupe 2.0 L, 4 cyl, Automatic (S8), Turbo",7,62250.0
"BMW 430i Coupe 2.0 L, 4 cyl, Automatic (S8), Turbo",8,64600.0
"BMW 430i Coupe 2.0 L, 4 cyl, Automatic (S8), Turbo",9,66950.0
"BMW 430i Coupe 2.0 L, 4 cyl, Automatic (S8), Turbo",10,69300.0
"BMW 430i Coupe 2.0 L, 4 cyl, Automatic (S8), Turbo",11,71650.0
"BMW 430i Coupe 2.0 L, 4 cyl, Automatic (S8), Turbo",12,74000.0
"BMW 430i Gran Coupe 2.0 L, 4 cyl, Automatic (S8), Turbo",1,11390.0
"BMW 430i Gran Coupe 2.0 L, 4 cyl, Automatic (S8), Turbo",2,22780.0
"BMW 430i Gran Coupe 2.0 L, 4 cyl, Automatic (S8), Turbo",3,34170.0
"BMW 430i Gran Coupe 2.0 L, 4 cyl, Automatic (S8), Turbo",4,45560.0
"BMW 430i Gran Coupe 2.0 L, 4 cyl, Automatic (S8), Turbo",5,56950.0
"BMW 430i Gran Coupe 2.0 L, 4 cyl, Automatic (S8), Turbo",6,59300.0
"BMW 430i Gran Coupe 2.0 L, 4 cyl, Automatic (S8), Turbo",7,61650.0
"BMW 430i Gran Coupe 2.0 L, 4 cyl, Automatic (S8), Turbo",8,64000.0
"BMW 430i Gran Coupe 2.0 L, 4 cyl, Automatic (S8), Turbo",9,66350.0
"BMW 430i Gran Coupe 2.0 L, 4 cyl, Automatic (S8), Turbo",10,68700.0
"BMW 430i Gran Coupe 2.0 L, 4 cyl, Automatic (S8), Turbo",11,71050.0
"BMW 430i Gran Coupe 2.0 L, 4 cyl, Automatic (S8), Turbo",12,73400.0
"Hyundai Elantra 1.6 L, 4 cyl, Manual 6-spd, Turbo",1,7090.0
"Hyundai Elantra 1.6 L, 4 cyl, Manual 6-spd, Turbo",2,14180.0
"Hyundai Elantra 1.6 L, 4 cyl, Manual 6-spd, Turbo",3,21270.0
"Hyundai Elantra 1.6 L, 4 cyl, Manual 6-spd, Turbo",4,28360.0
"Hyundai Elantra 1.6 L, 4 cyl, Manual 6-spd, Turbo",5,35450.0
"Hyundai Elantra 1.6 L, 4 cyl, Manual 6-spd, Turbo",6,37350.0
"Hyundai Elantra 1.6 L, 4 cyl, Manual 6-spd, Turbo",7,39250.0
"Hyundai Elantra 1.6 L, 4 cyl, Manual 6-spd, Turbo",8,41150.0
"Hyundai Elantra 1.6 L, 4 cyl, Manual 6-spd, Turbo",9,43050.0
"Hyundai Elantra 1.6 L, 4 cyl, Manual 6-spd, Turbo",10,44950.0
"Hyundai Elantra 1.6 L, 4 cyl, Manual 6-spd, Turbo",11,46850.0
"Hyundai Elantra 1.6 L, 4 cyl, Manual 6-spd, Turbo",12,48750.0
"Lexus ES 250 AWD 2.5 L, 4 cyl, Automatic (S8)",1,11926.0
"Lexus ES 250 AWD 2.5 L, 4 cyl, Automatic (S8)",2,23852.0
"Lexus ES 250 AWD 2.5 L, 4 cyl, Automatic (S8)",3,35778.0
"Lexus ES 250 AWD 2.5 L, 4 cyl, Automatic (S8)",4,47704.0
"Lexus ES 250 AWD 2.5 L, 4 cyl, Automatic (S8)",5,59630.0
"Lexus ES 250 AWD 2.5 L, 4 cyl, Automatic (S8)",6,61530.0
"Lexus ES 250 AWD 2.5 L, 4 cyl, Automatic (S8)",7,63430.0
"Lexus ES 250 AWD 2.5 L, 4 cyl, Automatic (S8)",8,65330.0
"Lexus ES 250 AWD 2.5 L, 4 cyl, Automatic (S8)",9,67230.0
"Lexus ES 250 AWD 2.5 L, 4 cyl, Automatic (S8)",10,69130.0
"Lexus ES 250 AWD 2.5 L, 4 cyl, Automatic (S8)",11,71030.0
"Lexus ES 250 AWD 2.5 L, 4 cyl, Automatic (S8)",12,72930.0
"Toyota Camry AWD XLE/XSE 2.5 L, 4 cyl, Automatic (S8)",1,8409.0
"Toyota Camry AWD XLE/XSE 2.5 L, 4 cyl, Automatic (S8)",2,16818.0
"Toyota Camry AWD XLE/XSE 2.5 L, 4 cyl, Automatic (S8)",3,25227.0
"Toyota Camry AWD XLE/XSE 2.5 L, 4 cyl, Automatic (S8)",4,33636.0
"Toyota Camry AWD XLE/XSE 2.5 L, 4 cyl, Automatic (S8)",5,42045.0
"Toyota Camry AWD XLE/XSE 2.5 L, 4 cyl, Automatic (S8)",6,43945.0
"Toyota Camry AWD XLE/XSE 2.5 L, 4 cyl, Automatic (S8)",7,45845.0
"Toyota Camry AWD XLE/XSE 2.5 L, 4 cyl, Automatic (S8)",8,47745.0
"Toyota Camry AWD XLE/XSE 2.5 L, 4 cyl, Automatic (S8)",9,49645.0
"Toyota Camry AWD XLE/XSE 2.5 L, 4 cyl, Automatic (S8)",10,51545.0
"Toyota Camry AWD XLE/XSE 2.5 L, 4 cyl, Automatic (S8)",11,53445.0
"Toyota Camry AWD XLE/XSE 2.5 L, 4 cyl, Automatic (S8)",12,55345.0
"Volkswagen GTI 2.0 L, 4 cyl, Automatic (AM7), Turbo",1,9726.0
"Volkswagen GTI 2.0 L, 4 cyl, Automatic (AM7), Turbo",2,19452.0
"Volkswagen GTI 2.0 L, 4 cyl, Automatic (AM7), Turbo",3,29178.0
"Volkswagen GTI 2.0 L, 4 cyl, Automatic (AM7), Turbo",4,38904.0
"Volkswagen GTI 2.0 L, 4 cyl, Automatic (AM7), Turbo",5,48630.0
"Volkswagen GTI 2.0 L, 4 cyl, Automatic (AM7), Turbo",6,50530.0
"Volkswagen GTI 2.0 L, 4 cyl, Automatic (AM7), Turbo",7,52430.0
"Volkswagen GTI 2.0 L, 4 cyl, Automatic (AM7), Turbo",8,54330.0
"Volkswagen GTI 2.0 L, 4 cyl, Automatic (AM7), Turbo",9,56230.0
"Volkswagen GTI 2.0 L, 4 cyl, Automatic (AM7), Turbo",10,58130.0
"Volkswagen GTI 2.0 L, 4 cyl, Automatic (AM7), Turbo",11,60030.0
"Volkswagen GTI 2.0 L, 4 cyl, Automatic (AM7), Turbo",12,61930.0
"BMW 530i Sedan 2.0 L, 4 cyl, Automatic (S8), Turbo",1,2350.0
"BMW 530i Sedan 2.0 L, 4 cyl, Automatic (S8), Turbo",2,4700.0
"BMW 530i Sedan 2.0 L, 4 cyl, Automatic (S8), Turbo",3,7050.0
"BMW 530i Sedan 2.0 L, 4 cyl, Automatic (S8), Turbo",4,9400.0
"BMW 530i Sedan 2.0 L, 4 cyl, Automatic (S8), Turbo",5,11750.0
"BMW 530i Sedan 2.0 L, 4 cyl, Automatic (S8), Turbo",6,14100.0
"BMW 530i Sedan 2.0 L, 4 cyl, Automatic (S8), Turbo",7,16450.0
"BMW 530i Sedan 2.0 L, 4 cyl, Automatic (S8), Turbo",8,18800.0
"BMW 530i Sedan 2.0 L, 4 cyl, Automatic (S8), Turbo",9,21150.0
"BMW 530i Sedan 2.0 L, 4 cyl, Automatic (S8), Turbo",10,23500.0
"BMW 530i Sedan 2.0 L, 4 cyl, Automatic (S8), Turbo",11,25850.0
"BMW 530i Sedan 2.0 L, 4 cyl, Automatic (S8), Turbo",12,28200.0
"Jaguar XF P250 2.0 L, 4 cyl, Automatic (S8), Turbo",1,11970.0
"Jaguar XF P250 2.0 L, 4 cyl, Automatic (S8), Turbo",2,23940.0
"Jaguar XF P250 2.0 L, 4 cyl, Automatic (S8), Turbo",3,35910.0
"Jaguar XF P250 2.0 L, 4 cyl, Automatic (S8), Turbo",4,47880.0
"Jaguar XF P250 2.0 L, 4 cyl, Automatic (S8), Turbo",5,59850.0
"Jaguar XF P250 2.0 L, 4 cyl, Automatic (S8), Turbo",6,62200.0
"Jaguar XF P250 2.0 L, 4 cyl, Automatic (S8), Turbo",7,64550.0
"Jaguar XF P250 2.0 L, 4 cyl, Automatic (S8), Turbo",8,66900.0
"Jaguar XF P250 2.0 L, 4 cyl, Automatic (S8), Turbo",9,69250.0
"Jaguar XF P250 2.0 L, 4 cyl, Automatic (S8), Turbo",10,71600.0
"Jaguar XF P250 2.0 L, 4 cyl, Automatic (S8), Turbo",11,73950.0
"Jaguar XF P250 2.0 L, 4 cyl, Automatic (S8), Turbo",12,76300.0
"Kia K5 AWD 1.6 L, 4 cyl, Automatic (S8), Turbo",1,7458.0
"Kia K5 AWD 1.6 L, 4 cyl, Automatic (S8), Turbo",2,14916.0
"Kia K5 AWD 1.6 L, 4 cyl, Automatic (S8), Turbo",3,22374.0
"Kia K5 AWD 1.6 L, 4 cyl, Automatic (S8), Turbo",4,29832.0
"Kia K5 AWD 1.6 L, 4 cyl, Automatic (S8), Turbo",5,37290.0
"Kia K5 AWD 1.6 L, 4 cyl, Automatic (S8), Turbo",6,39190.0
"Kia K5 AWD 1.6 L, 4 cyl, Automatic (S8), Turbo",7,41090.0
"Kia K5 AWD 1.6 L, 4 cyl, Automatic (S8), Turbo",8,42990.0
"Kia K5 AWD 1.6 L, 4 cyl, Automatic (S8), Turbo",9,44890.0
"Kia K5 AWD 1.6 L, 4 cyl, Automatic (S8), Turbo",10,46790.0
"Kia K5 AWD 1.6 L, 4 cyl, Automatic (S8), Turbo",11,48690.0
"Kia K5 AWD 1.6 L, 4 cyl, Automatic (S8), Turbo",12,50590.0
"Mazda 3 4-Door 4WD 2.5 L, 4 cyl, Automatic (S6)",1,8590.0
"Mazda 3 4-Door 4WD 2.5 L, 4 cyl, Automatic (S6)",2,17180.0
"Mazda 3 4-Door 4WD 2.5 L, 4 cyl, Automatic (S6)",3,25770.0
"Mazda 3 4-Door 4WD 2.5 L, 4 cyl, Automatic (S6)",4,34360.0
"Mazda 3 4-Door 4WD 2.5 L, 4 cyl, Automatic (S6)",5,42950.0
"Mazda 3 4-Door 4WD 2.5 L, 4 cyl, Automatic (S6)",6,44850.0
"Mazda 3 4-Door 4WD 2.5 L, 4 cyl, Automatic (S6)",7,46750.0
"Mazda 3 4-Door 4WD 2.5 L, 4 cyl, Automatic (S6)",8,48650.0
"Mazda 3 4-Door 4WD 2.5 L, 4 cyl, Automatic (S6)",9,50550.0
"Mazda 3 4-Door 4WD 2.5 L, 4 cyl, Automatic (S6)",10,52450.0
"Mazda 3 4-Door 4WD 2.5 L, 4 cyl, Automatic (S6)",11,54350.0
"Mazda 3 4-Door 4WD 2.5 L, 4 cyl, Automatic (S6)",12,56250.0
"Toyota RAV4 AWD 2.5 L, 4 cyl, Automatic (S8)",1,9275.0
"Toyota RAV4 AWD 2.5 L, 4 cyl, Automatic (S8)",2,18550.0
"Toyota RAV4 AWD 2.5 L, 4 cyl, Automatic (S8)",3,27825.0
"Toyota RAV4 AWD 2.5 L, 4 cyl, Automatic (S8)",4,37100.0
"Toyota RAV4 AWD 2.5 L, 4 cyl, Automatic (S8)",5,46375.0
"Toyota RAV4 AWD 2.5 L, 4 cyl, Automatic (S8)",6,48275.0
"Toyota RAV4 AWD 2.5 L, 4 cyl, Automatic (S8)",7,50175.0
"Toyota RAV4 AWD 2.5 L, 4 cyl, Automatic (S8)",8,52075.0
"Toyota RAV4 AWD 2.5 L, 4 cyl, Automatic (S8)",9,53975.0
"Toyota RAV4 AWD 2.5 L, 4 cyl, Automatic (S8)",10,55875.0
"Toyota RAV4 AWD 2.5 L, 4 cyl, Automatic (S8)",11,57775.0
"Toyota RAV4 AWD 2.5 L, 4 cyl, Automatic (S8)",12,59675.0
"Volvo S60 B5 AWD 2.0 L, 4 cyl, Automatic (S8), Turbo",1,11260.0
"Volvo S60 B5 AWD 2.0 L, 4 cyl, Automatic (S8), Turbo",2,22520.0
"Volvo S60 B5 AWD 2.0 L, 4 cyl, Automatic (S8), Turbo",3,33780.0
"Volvo S60 B5 AWD 2.0 L, 4 cyl, Automatic (S8), Turbo",4,45040.0
"Volvo S60 B5 AWD 2.0 L, 4 cyl, Automatic (S8), Turbo",5,56300.0
"Volvo S60 B5 AWD 2.0 L, 4 cyl, Automatic (S8), Turbo",6,58650.0
"Volvo S60 B5 AWD 2.0 L, 4 cyl, Automatic (S8), Turbo",7,61000.0
"Volvo S60 B5 AWD 2.0 L, 4 cyl, Automatic (S8), Turbo",8,63350.0
"Volvo S60 B5 AWD 2.0 L, 4 cyl, Automatic (S8), Turbo",9,65700.0
"Volvo S60 B5 AWD 2.0 L, 4 cyl, Automatic (S8), Turbo",10,68050.0
"Volvo S60 B5 AWD 2.0 L, 4 cyl, Automatic (S8), Turbo",11,70400.0
"Volvo S60 B5 AWD 2.0 L, 4 cyl, Automatic (S8), Turbo",12,72750.0
"BMW Z4 sDrive30i 2.0 L, 4 cyl, Automatic (S8), Turbo",1,12330.0
"BMW Z4 sDrive30i 2.0 L, 4 cyl, Automatic (S8), Turbo",2,24660.0
"BMW Z4 sDrive30i 2.0 L, 4 cyl, Automatic (S8), Turbo",3,36990.0
"BMW Z4 sDrive30i 2.0 L, 4 cyl, Automatic (S8), Turbo",4,49320.0
"BMW Z4 sDrive30i 2.0 L, 4 cyl, Automatic (S8), Turbo",5,61650.0
"BMW Z4 sDrive30i 2.0 L, 4 cyl, Automatic (S8), Turbo",6,64000.0
"BMW Z4 sDrive30i 2.0 L, 4 cyl, Automatic (S8), Turbo",7,66350.0
"BMW Z4 sDrive30i 2.0 L, 4 cyl, Automatic (S8), Turbo",8,68700.0
"BMW Z4 sDrive30i 2.0 L, 4 cyl, Automatic (S8), Turbo",9,71050.0
"BMW Z4 sDrive30i 2.0 L, 4 cyl, Automatic (S8), Turbo",10,73400.0
"BMW Z4 sDrive30i 2.0 L, 4 cyl, Automatic (S8), Turbo",11,75750.0
"BMW Z4 sDrive30i 2.0 L, 4 cyl, Automatic (S8), Turbo",12,78100.0
"Lexus NX 250 AWD 2.5 L, 4 cyl, Automatic (S8)",1,11120.0
"Lexus NX 250 AWD 2.5 L, 4 cyl, Automatic (S8)",2,22240.0
"Lexus NX 250 AWD 2.5 L, 4 cyl, Automatic (S8)",3,33360.0
"Lexus NX 250 AWD 2.5 L, 4 cyl, Automatic (S8)",4,44480.0
"Lexus NX 250 AWD 2.5 L, 4 cyl, Automatic (S8)",5,55600.0
"Lexus NX 250 AWD 2.5 L, 4 cyl, Automatic (S8)",6,57500.0
"Lexus NX 250 AWD 2.5 L, 4 cyl, Automatic (S8)",7,59400.0
"Lexus NX 250 AWD 2.5 L, 4 cyl, Automatic (S8)",8,61300.0
"Lexus NX 250 AWD 2.5 L, 4 cyl, Automatic (S8)",9,63200.0
"Lexus NX 250 AWD 2.5 L, 4 cyl, Automatic (S8)",10,65100.0
"Lexus NX 250 AWD 2.5 L, 4 cyl, Automatic (S8)",11,67000.0
"Lexus NX 250 AWD 2.5 L, 4 cyl, Automatic (S8)",12,68900.0
"Nissan Rogue Sport 2.0 L, 4 cyl, Automatic (AV-S8)",1,7818.0
"Nissan Rogue Sport 2.0 L, 4 cyl, Automatic (AV-S8)",2,15636.0
"Nissan Rogue Sport 2.0 L, 4 cyl, Automatic (AV-S8)",3,23454.0
"Nissan Rogue Sport 2.0 L, 4 cyl, Automatic (AV-S8)",4,31272.0
"Nissan Rogue Sport 2.0 L, 4 cyl, Automatic (AV-S8)",5,39090.0
"Nissan Rogue Sport 2.0 L, 4 cyl, Automatic (AV-S8)",6,40990.0
"Nissan Rogue Sport 2.0 L, 4 cyl, Automatic (AV-S8)",7,42890.0
"Nissan Rogue Sport 2.0 L, 4 cyl, Automatic (AV-S8)",8,44790.0
"Nissan Rogue Sport 2.0 L, 4 cyl, Automatic (AV-S8)",9,46690.0
"Nissan Rogue Sport 2.0 L, 4 cyl, Automatic (AV-S8)",10,48590.0
"Nissan Rogue Sport 2.0 L, 4 cyl, Automatic (AV-S8)",11,50490.0
